ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_04,LN_000011,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000058,CBS_000051,"$339,754.89","$49,751.14","$43,022.22","$426,228.07",,,,$0.00,,,,$0.00,,,$0.00,,"$398,434.31","$419,282.30",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000012,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$169,872.30",,,,"$172,493.08",,,$0.00,,$0.00,"($177,549.58)",Direct,$0.00,$0.00,$0.00,"$293,256.76","$267,406.99","$414,664.16","$925,647.94",$0.00,$0.00,$0.00,"$290,922.88","$285,320.62","$403,072.30","$968,768.62","$1,092,516.11"
ITB_SAN_04,LN_000013,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000035,"$251,135.86","$40,397.87","$34,175.22","$334,348.84",,,,$0.00,,,,$0.00,,,$0.00,,"$340,031.07","$318,151.63",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000014,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$114,256.99",,,$0.00,,$0.00,"($112,735.93)",Direct,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000015,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000035,"$74,581.92","$11,655.58","$10,230.47","$92,203.96",,,,$0.00,,,,$0.00,,,$0.00,,"$91,762.73","$95,240.32",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000016,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$21,279.09",,,,"$19,868.56",,,$0.00,,$0.00,"($20,498.23)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,780.42"
ITB_SAN_04,LN_000017,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000051,"$2,820,348.35","$431,654.24","$393,598.25","$3,914,061.38",,,,"$1,384,619.25",,,,"$1,049,898.99",,,$0.00,,"$3,724,584.27","$2,751,051.61",Labour,$0.00,$0.00,$0.00,"$194,813.38","$207,152.47","$211,439.80","$651,276.80",$0.00,$0.00,$0.00,"$212,674.15","$201,985.48","$204,247.07","$644,887.77","$1,600,684.41"
ITB_SAN_04,LN_000018,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000035,"$2,060,206.09","$293,435.99","$267,151.06","$2,499,831.38",,,,$0.00,,,,$0.00,,,$0.00,,"$2,504,936.66","$2,637,013.11",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000019,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($18,748.64)",,,,"($9,565.84)",,,$0.00,,$0.00,"$9,108.33",Direct,"$1,681.79","($10,932.39)","($9,182.81)",$0.00,$0.00,$0.00,$0.00,"$1,761.63","($10,932.39)","($9,182.80)",$0.00,$0.00,$0.00,$0.00,"($18,748.64)"
ITB_SAN_04,LN_000020,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000061,CBS_000035,"$1,165,362.59","$173,497.93","$148,944.87","$1,453,490.87",,,,$0.00,,,,$0.00,,,$0.00,,"$1,505,685.61","$1,474,750.47",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000021,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$209,104.47",,,,"$12,980.39",,,$0.00,,$0.00,"($12,830.00)",Direct,$0.00,"$188,790.40","$192,527.73",$0.00,$0.00,$0.00,$0.00,$0.00,"$198,300.12","$193,411.56",$0.00,$0.00,$0.00,$0.00,"$219,077.88"
ITB_SAN_04,LN_000022,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$71,039.24",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000023,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000024,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000025,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000049,"$874,879.62","$131,463.09","$104,870.21","$1,128,067.85",,,,"$279,155.33",,,,"$244,138.82",,,$0.00,,"$1,035,604.42","$856,550.25",Labour,$0.00,$0.00,$0.00,"$56,528.63","$55,211.77","$57,790.58","$177,658.17",$0.00,$0.00,$0.00,"$60,089.34","$56,701.90","$58,227.79","$168,332.10","$418,572.43"
ITB_SAN_04,LN_000026,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000058,CBS_000051,"$335,232.95","$47,887.15","$44,101.38","$401,881.08",,,,$0.00,,,,$0.00,,,$0.00,,"$420,502.84","$405,415.45",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000027,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,"$34,196.44","$36,866.47","$74,821.37",$0.00,$0.00,$0.00,$0.00,"$34,439.32","$36,563.35","$70,435.50","$73,486.48"
ITB_SAN_04,LN_000028,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000035,"$302,224.49","$44,080.43","$37,316.51","$361,325.77",,,,$0.00,,,,$0.00,,,$0.00,,"$361,553.41","$383,101.76",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000029,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000030,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000051,"$1,501,288.56","$234,539.78","$192,941.15","$1,979,149.32",,,,"$1,619,849.70",,,,"$1,129,426.52",,,$0.00,,"$1,857,430.50","$805,939.24",Labour,$0.00,$0.00,$0.00,"$286,335.42","$309,797.51","$326,185.06","$948,672.45",$0.00,$0.00,$0.00,"$275,939.70","$324,037.59","$335,119.01","$911,186.19","$1,980,370.64"
ITB_SAN_04,LN_000031,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$279,365.40",,,,"$10,099.27",,,$0.00,,$0.00,"($9,757.13)",Direct,$356.05,"$278,852.63","$277,093.96",$0.00,$0.00,$0.00,$0.00,$344.73,"$286,738.53","$268,706.99",$0.00,$0.00,$0.00,$0.00,"$294,592.50"
ITB_SAN_04,LN_000032,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000051,"$122,480.37","$18,594.21","$16,159.82","$150,159.26",,,,"$27,570.25",,,,"$26,146.51",,,$0.00,,"$154,861.46","$129,301.11",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$26,487.53"
ITB_SAN_04,LN_000033,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000035,"$264,938.78","$40,420.93","$34,564.84","$315,901.39",,,,$0.00,,,,$0.00,,,$0.00,,"$337,558.92","$323,156.16",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000034,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,"$175,075.63","$165,868.73","$177,039.39","$536,840.47",$0.00,$0.00,$0.00,"$182,239.51","$179,758.43","$175,389.04","$498,727.45","$516,675.55"
ITB_SAN_04,LN_000035,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$72,196.32",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000036,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000037,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$36,352.25",,,$0.00,,$0.00,"($35,530.27)",Direct,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000038,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000049,"$698,360.87","$107,330.53","$88,722.30","$890,257.49",,,,"$329,523.25",,,,"$287,230.32",,,$0.00,,"$871,886.59","$567,957.41",Labour,$0.00,$0.00,$0.00,"$57,015.03","$58,214.97","$58,215.26","$174,251.67",$0.00,$0.00,$0.00,"$55,082.59","$59,249.73","$58,935.42","$178,762.09","$479,489.41"
ITB_SAN_04,LN_000039,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$297,041.40",,,,"$32,693.65",,,$0.00,,$0.00,"($33,805.86)",Direct,"$34,115.16","$146,778.69","$173,347.38",$0.00,$0.00,$0.00,$0.00,"$32,645.52","$139,746.83","$179,454.96",$0.00,$0.00,$0.00,$0.00,"$210,724.69"
ITB_SAN_04,LN_000040,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000041,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000066,"$580,966.91","$93,909.30","$76,997.44","$789,616.98",,,,"$201,639.53",,,,"$205,532.76",,,$0.00,,"$774,689.08","$568,926.03",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$203,865.28"
ITB_SAN_04,LN_000042,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$49.94,,,,$53.07,,,$0.00,,$0.00,($50.74),Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$48.87
ITB_SAN_04,LN_000043,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000028,CBS_000067,CBS_000040,"$70,017.63","$11,494.67","$9,716.40","$94,643.25",,,,"$102,137.87",,,,"$99,514.85",,,$0.00,,"$90,990.37","($3,675.59)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$93,254.63"
ITB_SAN_04,LN_000044,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000068,CBS_000069,CBS_000051,"$77,763.01","$11,885.60","$9,823.52","$102,159.61",,,,$0.00,,,,$0.00,,,$0.00,,"$97,634.64","$102,730.49",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000045,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000070,CBS_000049,"$30,847.77","$4,636.88","$3,964.52","$41,447.50",,,,$0.00,,,,$0.00,,,$0.00,,"$41,062.45","$39,008.08",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000046,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000071,CBS_000051,"$276,464.29","$41,269.83","$38,257.87","$365,443.42",,,,$0.00,,,,$0.00,,,$0.00,,"$346,230.80","$361,436.24",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000047,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000072,CBS_000066,"$140,047.73","$21,845.44","$18,224.21","$176,239.36",,,,"$10,291.85",,,,"$11,092.02",,,$0.00,,"$172,550.65","$172,429.88",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,482.00"
ITB_SAN_04,LN_000048,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000040,$0.00,$0.00,$0.00,$0.00,,,,$49.79,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000049,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000066,"$199,304.00","$33,303.61","$26,052.36","$277,735.13",,,,"$137,032.74",,,,"$123,308.43",,,$0.00,,"$279,079.25","$134,978.99",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$134,228.46"
ITB_SAN_04,LN_000050,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000051,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000074,CBS_000066,"$68,203.77","$10,744.89","$9,266.73","$92,838.59",,,,"$34,381.19",,,,"$33,912.02",,,$0.00,,"$85,602.61","$55,445.96",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,759.90"
ITB_SAN_04,LN_000052,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000075,CBS_000066,"$132,916.45","$20,720.96","$18,211.93","$184,730.63",,,,"$159,847.26",,,,"$158,029.88",,,$0.00,,"$175,721.47","$16,448.66",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$168,440.54"
ITB_SAN_04,LN_000053,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000076,CBS_000066,"$134,120.09","$20,530.51","$18,202.36","$184,831.54",,,,"$60,838.85",,,,"$49,316.34",,,$0.00,,"$186,991.52","$133,313.40",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,614.24"
ITB_SAN_04,LN_000054,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000077,CBS_000066,"$375,454.33","$59,423.19","$48,605.37","$474,217.50",,,,"$143,479.17",,,,"$140,325.46",,,$0.00,,"$493,979.76","$339,983.26",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$143,131.31"
ITB_SAN_04,LN_000055,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000078,CBS_000066,"$216,812.02","$32,498.47","$27,602.29","$279,020.83",,,,$0.00,,,,$0.00,,,$0.00,,"$267,746.13","$286,239.80",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000056,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000079,CBS_000066,"$399,021.01","$63,328.86","$54,991.76","$530,814.95",,,,$110.86,,,,$121.27,,,$0.00,,"$530,960.49","$554,908.09",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$117.55
ITB_SAN_04,LN_000057,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000080,CBS_000066,"$14,427.88","$2,193.94","$1,893.49","$18,548.83",,,,"$26,685.17",,,,"$25,811.97",,,$0.00,,"$18,625.79","($5,599.95)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,601.01"
ITB_SAN_04,LN_000058,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000081,CBS_000051,"$20,300.05","$2,991.91","$2,606.95","$26,131.94",,,,$0.00,,,,$0.00,,,$0.00,,"$25,988.04","$26,002.01",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000059,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000082,CBS_000051,"$52,028.91","$7,869.50","$6,831.49","$63,910.86",,,,$0.00,,,,$0.00,,,$0.00,,"$65,575.15","$63,656.77",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000060,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000083,CBS_000051,"$39,004.71","$6,077.49","$5,106.06","$49,867.59",,,,$0.00,,,,$0.00,,,$0.00,,"$53,121.42","$49,754.56",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_04,LN_000061,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000084,CBS_000051,"$84,500.67","$12,734.82","$11,024.40","$114,882.58",,,,"$40,531.89",,,,"$38,038.19",,,$0.00,,"$116,966.24","$78,893.85",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,770.40"
