ITB_No,Cost_ID,Vendor Name,Actual/Accruals,Invoice No,Invoice Date,PO No,Currency, Subtotal Amount (Without Tax) ,FX,Amount in CAD,Claim Amount
ITB_SAN_01,COST_000013,VENDOR_000054,Actuals,INV_000043-C01,2025-06-30,PO_000103,CAD,$834.69,1,$834.69,$80.15
ITB_SAN_01,COST_000037,VENDOR_000055,Actuals,INV_000044-C01,2025-08-14,PO_000127,USD,$209.49,1.38,$289.09,$40.96
ITB_SAN_01,COST_000038,VENDOR_000055,Actuals,INV_000045-C01,2025-08-14,PO_000126,USD,"$2,409.47",1.38,"$3,325.07",$38.87
ITB_SAN_01,COST_000002,VENDOR_000055,Actuals,INV_000046-C01,2025-08-14,PO_000128,USD,"$1,002.43",1.38,"$1,383.35",$885.90
ITB_SAN_01,COST_000039,VENDOR_000056,Actuals,INV_000047-C01,30/06/2025,PO_000117,CAD,"$6,305.39",1,"$6,305.39",$0.00
ITB_SAN_01,COST_000040,VENDOR_000057,Actuals,INV_000048-C01,2025-08-05,PO_000132,CAD,"$2,703.53",1,"$2,703.53",$500.09
ITB_SAN_01,COST_000041,VENDOR_000058,Actuals,INV_000049-C01,2025-08-20,PO_000114,CAD,"$71,247.44",1,"$71,247.44","$70,870.25"
ITB_SAN_01,COST_000042,VENDOR_000058,Actuals,INV_000050-C01,2025-08-26,PO_000115,CAD,$684.35,1,$684.35,$671.55
ITB_SAN_01,COST_000043,VENDOR_000059,Actuals,INV_000051-C01,2025-07-10,PO_000135,CAD,"$3,883.03",1,"$3,883.03",$365.34
ITB_SAN_01,COST_000026,VENDOR_000060,Actuals,INV_000052-C01,,PO_000156,CAD,"$22,236.04",1,"$22,236.04",$0.00
ITB_SAN_01,COST_000044,VENDOR_000061,Actuals,INV_000053-C01,2025-08-04,PO_000162,CAD,$157.54,1,$157.54,$114.84
ITB_SAN_01,COST_000006,VENDOR_000061,Actuals,INV_000054-C01,2025-08-04,PO_000162,CAD,$370.51,1,$370.51,$349.80
ITB_SAN_01,COST_000045,VENDOR_000061,Actuals,INV_000055-C01,2025-07-07,PO_000162,CAD,$415.18,1,$415.18,$35.97
ITB_SAN_01,COST_000039,VENDOR_000061,Actuals,INV_000056-C01,2025-07-31,PO_000162,CAD,$139.71,1,$139.71,$51.29
ITB_SAN_01,COST_000046,VENDOR_000061,Actuals,INV_000057-C01,2025-06-25,PO_000162,CAD,$340.13,1,$340.13,$9.33
ITB_SAN_01,COST_000047,VENDOR_000061,Actuals,INV_000058-C01,2025-07-03,PO_000162,CAD,$493.65,1,$493.65,$196.11
ITB_SAN_01,COST_000048,VENDOR_000061,Actuals,INV_000059-C01,2025-07-25,PO_000162,CAD,$559.72,1,$559.72,$537.19
ITB_SAN_01,COST_000049,VENDOR_000048,Accruals,INV_000060-C01,2025-08-08,PO_000011,CAD,"$11,294.85",1,"$11,294.85",$40.88
ITB_SAN_01,COST_000050,VENDOR_000048,Accruals,INV_000061-C01,2025-08-08,PO_000009,CAD,"$14,051.93",1,"$14,051.93","$4,333.14"
ITB_SAN_01,COST_000031,VENDOR_000019,Accruals,INV_000062-C01,2025-08-22,PO_000100,CAD,$622.65,1,$622.65,$38.09
ITB_SAN_01,COST_000051,VENDOR_000019,Accruals,INV_000063-C01,2025-07-23,PO_000095,CAD,"$1,891.26",1,"$1,891.26",$0.00
ITB_SAN_01,COST_000052,VENDOR_000019,Accruals,INV_000064-C01,2025-07-23,PO_000091,CAD,$244.52,1,$244.52,$0.00
ITB_SAN_01,COST_000041,VENDOR_000019,Accruals,INV_000065-C01,2025-07-30,PO_000095,CAD,$719.00,1,$719.00,$0.00
ITB_SAN_01,COST_000004,VENDOR_000019,Accruals,INV_000066-C01,13-Aug-25,PO_000101,CAD,"$9,819.83",1,"$9,819.83",$0.00
ITB_SAN_01,COST_000030,VENDOR_000019,Accruals,INV_000067-C01,2025-07-23,PO_000099,CAD,$808.09,1,$808.09,$0.00
ITB_SAN_01,COST_000043,VENDOR_000019,Accruals,INV_000068-C01,2025-06-30,PO_000092,CAD,"$1,155.29",1,"$1,155.29",$0.00
ITB_SAN_01,COST_000029,VENDOR_000019,Accruals,INV_000069-C01,2025-06-30,PO_000093,CAD,$713.57,1,$713.57,$0.00
ITB_SAN_01,COST_000035,VENDOR_000019,Accruals,INV_000070-C01,2025-07-23,PO_000098,CAD,$508.48,1,$508.48,$0.00
ITB_SAN_01,COST_000030,VENDOR_000019,Accruals,INV_000071-C01,2025-07-08,PO_000091,CAD,$754.31,1,$754.31,$0.00
ITB_SAN_01,COST_000053,VENDOR_000062,Accruals,INV_000072-C01,2025-06-09,PO_000164,USD,"$52,861.93",1.37,"$72,420.84",$0.00
ITB_SAN_01,COST_000054,VENDOR_000048,Accruals,INV_000061-C01,08/08/2025,PO_000009,CAD,"$22,192.77",1,"$22,192.77","$19,851.28"
ITB_SAN_01,COST_000018,VENDOR_000048,Accruals,INV_000060-C01,08/08/2025,PO_000011,CAD,"$11,836.72",1,"$11,836.72",$29.93
ITB_SAN_01,COST_000055,VENDOR_000048,Accruals,INV_000073-C01,2025-09-05,PO_000013,CAD,"$5,565.54",1,"$5,565.54",$157.63
ITB_SAN_01,COST_000056,VENDOR_000048,Accruals,INV_000074-C01,2025-09-05,PO_000014,CAD,"$4,836.79",1,"$4,836.79",$172.53
ITB_SAN_01,COST_000019,VENDOR_000005,Accruals,INV_000075-C01,2025-07-03,PO_000015,CAD,$236.57,1,$236.57,$230.88
ITB_SAN_01,COST_000057,VENDOR_000005,Accruals,INV_000076-C01,2025-07-03,PO_000015,CAD,"$21,599.00",1,"$21,599.00","$19,693.66"
ITB_SAN_01,COST_000058,VENDOR_000005,Accruals,INV_000077-C01,2025-07-04,PO_000016,CAD,"$8,314.14",1,"$8,314.14","$6,191.61"
ITB_SAN_01,COST_000033,VENDOR_000005,Accruals,INV_000078-C01,2025-07-03,PO_000015,CAD,$60.76,1,$60.76,$0.00
ITB_SAN_01,COST_000059,VENDOR_000005,Accruals,INV_000079-C01,2025-07-03,PO_000015,CAD,"$2,070.49",1,"$2,070.49","$1,254.74"
ITB_SAN_01,COST_000033,VENDOR_000046,Accruals,INV_000001-C01,2025-08-12,PO_000050,CAD,$60.12,1,$60.12,$0.00
ITB_SAN_01,COST_000060,VENDOR_000046,Accruals,INV_000080-C01,2025-08-06,PO_000043,CAD,"$13,449.29",1,"$13,449.29","$12,622.75"
ITB_SAN_01,COST_000061,VENDOR_000046,Accruals,INV_000081-C01,2025-08-15,PO_000043,CAD,"$1,828.75",1,"$1,828.75","$1,799.44"
ITB_SAN_01,COST_000001,VENDOR_000046,Accruals,INV_000082-C01,2025-08-15,PO_000043,CAD,$285.63,1,$285.63,$0.00
ITB_SAN_01,COST_000062,VENDOR_000046,Accruals,INV_000023-C01,2025-08-12,PO_000050,CAD,$262.17,1,$262.17,$255.66
ITB_SAN_01,COST_000063,VENDOR_000046,Accruals,INV_000083-C01,2025-08-06,PO_000043,CAD,$888.47,1,$888.47,$831.86
ITB_SAN_01,COST_000064,VENDOR_000046,Accruals,INV_000084-C01,2025-08-06,PO_000043,CAD,$267.38,1,$267.38,$96.02
ITB_SAN_01,COST_000031,VENDOR_000063,Accruals,INV_000085-C01,2025-07-31,PO_000075,CAD,"$1,051.93",1,"$1,051.93",$262.53
ITB_SAN_01,COST_000055,VENDOR_000063,Accruals,INV_000086-C01,2025-08-31,PO_000075,CAD,$980.09,1,$980.09,$0.00
ITB_SAN_01,COST_000034,VENDOR_000063,Accruals,INV_000087-C01,2025-08-31,PO_000075,CAD,$986.63,1,$986.63,$0.00
ITB_SAN_01,COST_000038,VENDOR_000056,Accruals,INV_000088-C01,2025-08-19,PO_000117,CAD,"$9,672.88",1,"$9,672.88",$0.00
ITB_SAN_01,COST_000057,VENDOR_000056,Accruals,INV_000089-C01,2025-09-24,PO_000118,CAD,"$9,370.17",1,"$9,370.17",$0.00
ITB_SAN_01,COST_000065,VENDOR_000064,Accruals,INV_000090-C01,2025-07-30,PO_000119,CAD,"$38,812.73",1,"$38,812.73","$10,673.20"
ITB_SAN_01,COST_000066,VENDOR_000065,Accruals,INV_000091-C01,2025-08-08,PO_000131,CAD,"$9,719.24", -   ,"$9,719.24","$9,496.87"
ITB_SAN_01,COST_000067,VENDOR_000065,Accruals,INV_000092-C01,2025-07-23,PO_000131,CAD,$77.04, -   ,$77.04,$68.35
ITB_SAN_01,COST_000010,VENDOR_000065,Accruals,INV_000093-C01,2025-07-16,PO_000130,CAD,"$14,347.69",1,"$14,347.69",$101.96
ITB_SAN_01,COST_000034,VENDOR_000065,Accruals,INV_000094-C01,2025-08-08,PO_000130,CAD,"$6,260.19",1,"$6,260.19",$0.00
ITB_SAN_01,COST_000052,VENDOR_000065,Accruals,INV_000095-C01,2025-08-05,PO_000133,CAD,"$113,477.61",1,"$113,477.61","$8,175.37"
ITB_SAN_01,COST_000035,VENDOR_000065,Accruals,INV_000096-C01,2025-06-13,PO_000130,CAD,"$46,894.78",1,"$46,894.78",$45.61
ITB_SAN_01,COST_000051,VENDOR_000058,Accruals,INV_000097-C01,2025-08-11,PO_000112,CAD,"$8,523.23",1,"$8,523.23","$7,984.64"
ITB_SAN_01,COST_000007,VENDOR_000058,Accruals,INV_000098-C01,2025-08-13,PO_000113,CAD,"$11,037.37",1,"$11,037.37","$9,474.20"
ITB_SAN_01,COST_000068,VENDOR_000032,Accruals,INV_000099-C01,2025-08-01,PO_000136,CAD,"$8,228.48",1,"$8,228.48","$3,953.92"
ITB_SAN_01,COST_000043,VENDOR_000066,Accruals,INV_000100-C01,2025-08-15,PO_000139,CAD,"$64,224.27",1,"$64,224.27",$0.00
ITB_SAN_01,COST_000055,VENDOR_000067,Accruals,INV_000101-C01,2025-07-20,PO_000157,CAD,"$146,778.61",1,"$146,778.61",$0.00
ITB_SAN_01,COST_000069,VENDOR_000068,Accruals,INV_000102-C01,2025-08-11,PO_000158,CAD,$525.49,1,$525.49,$238.45
ITB_SAN_01,COST_000070,VENDOR_000069,Accruals,INV_000103-C01,2025-04-07,PO_000161,CAD,"$1,318.89",1,"$1,318.89",$145.79
ITB_SAN_01,COST_000028,VENDOR_000040,Accruals,INV_000104-C01,,PO_000157,CAD,"$118,116.72",1,"$118,116.72",$799.69
ITB_SAN_01,COST_000010,VENDOR_000013,Accruals,INV_000104-C01,,PO_000073,CAD,"$10,278.19",1,"$10,278.19",$0.00
ITB_SAN_01,COST_000002,VENDOR_000013,Accruals,INV_000104-C01,,PO_000072,CAD,"$18,243.53",1,"$18,243.53",$0.00
ITB_SAN_01,COST_000064,VENDOR_000012,Accruals,INV_000104-C01,,PO_000071,CAD,"$40,831.73",1,"$40,831.73",$0.00
ITB_SAN_01,COST_000005,VENDOR_000029,Accruals,INV_000104-C01,,PO_000133,CAD,"$129,869.82",1,"$129,869.82",$0.00
ITB_SAN_01,COST_000004,VENDOR_000070,Accruals,INV_000104-C01,,PO_000171,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_01,COST_000045,VENDOR_000048,Accruals,INV_000104-C01,,PO_000011,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_01,COST_000007,VENDOR_000048,Accruals,INV_000104-C01,,PO_000009,CAD,"$10,596.33",1,"$10,596.33",$0.00
ITB_SAN_01,COST_000002,VENDOR_000034,Accruals,INV_000104-C01,,PO_000143,CAD,"$176,159.26",1,"$176,159.26",$0.00
ITB_SAN_01,COST_000070,VENDOR_000034,Accruals,INV_000104-C01,,PO_000143,CAD,"$165,283.98",1,"$165,283.98",$0.00
ITB_SAN_01,COST_000035,VENDOR_000001,Accruals,INV_000104-C01,,PO_000139,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_01,COST_000053,VENDOR_000039,Accruals,INV_000104-C01,,PO_000156,CAD,$0.00,1,$0.00,$-0.01
ITB_SAN_01,COST_000042,VENDOR_000017,Accruals,INV_000104-C01,,PO_000078,CAD,"$83,487.28",1,"$83,487.28",$0.00
ITB_SAN_01,COST_000054,VENDOR_000038,Accruals,INV_000104-C01,,PO_000152,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_01,COST_000013,VENDOR_000017,Accruals,INV_000104-C01,,PO_000077,CAD,"$138,810.05",1,"$138,810.05",$0.00
ITB_SAN_01,COST_000014,VENDOR_000071,Accruals,INV_000104-C01,,,CAD,"$233,508.81",1,"$233,508.81",$81.13
