ITB_No,Ln_ITM_ID,Cost_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5,CMS_Generated_No,Vendor_Name,Reimbursement_Type,Cost_Type,Activity,Activity_Name,Cost_ID_Description,Cost_Element_Category_Ref,Invoice_number,UploadCheck_RFP_RFQ_GateForm,ValueOf_RFP_RFQ_GateForm,Submitted_ACWP,Submitted_OH,Submitted_Profit,Submitted_ACWP_w_Fee,Certified_Without_Fee,Unauthorized_WO_Fee,Deauthorization_category,Certified Amount,Certified Overhead,Certified Profit,Certified_Amount_W_Fee
ITB_SAN_01,,COST_000010,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000763,,,Direct,ACT_000001,ACTN_000005,DESC_COST_000010,,CA54YXMSZNYI,,,99.77,14.77,12.96,125.57,,,,,,,
ITB_SAN_01,,COST_000067,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000764,,,Direct,ACT_000001,ACTN_000005,DESC_COST_000067,,73030,,,78.47,11.81,9.91,92.55,,,,,,,
ITB_SAN_01,,COST_000040,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000007,CBS_000005,ONX-EM-ERPC-0000770,,,Direct,ACT_000002,ACTN_000006,DESC_COST_000040,,,,,486.16,69.44,59.85,586.89,,,,,,,
ITB_SAN_01,,COST_000052,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000005,ONX-EM-ERPC-0000788,,,Direct,ACT_000003,ACTN_000007,DESC_COST_000052,,R3331083-2/ R3331084-1,,,"8,448.73","1,329.28","1,121.78","11,210.70",,,,,,,
ITB_SAN_01,,COST_000034,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000005,ONX-EM-ERPC-0000789,,,Direct,ACT_000003,ACTN_000007,DESC_COST_000034,,1000398962,,,"8,525.97","1,312.17","1,124.17","11,158.04",,,,,,,
ITB_SAN_01,,COST_000066,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000010,CBS_000005,ONX-EM-ERPC-0000793,,,Direct,ACT_000004,ACTN_000006,DESC_COST_000066,,514422474/ 514425775,,,"9,137.69","1,367.59","1,260.03","12,235.50",,,,,,,
ITB_SAN_01,,COST_000036,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000005,ONX-EM-ERPC-0000794,,,Direct,ACT_000005,ACTN_000006,DESC_COST_000036,,Relocation_Invoice 1001,,,731.26,109.18,96.54,918.46,,,,,,,
ITB_SAN_01,,COST_000051,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000014,CBS_000005,ONX-EM-ERPC-0000795,,,Direct,ACT_000006,ACTN_000006,DESC_COST_000051,,Relocation_Invoice 1001,,,"8,448.40","1,279.31","1,086.35","10,172.16",,,,,,,
ITB_SAN_01,,COST_000007,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000016,CBS_000017,ONX-EM-ERPC-0000797,,,Direct,ACT_000007,ACTN_000008,DESC_COST_000007,,,,,"11,385.96","1,721.94","1,424.12","13,993.54",,,,,,,
ITB_SAN_01,,COST_000041,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000017,ONX-EM-ERPC-0000803,,,Direct,ACT_000005,ACTN_000009,DESC_COST_000041,,,,,"66,246.72","10,858.22","8,712.57","87,829.80",,,,,,,
ITB_SAN_01,,COST_000042,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000017,ONX-EM-ERPC-0000804,,,Direct,ACT_000005,ACTN_000009,DESC_COST_000042,,1639015A,,,657.17,107.94,92.87,909.09,,,,,,,
ITB_SAN_01,,COST_000019,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000005,ONX-EM-ERPC-0000806,,,Direct,ACT_000008,ACTN_000006,DESC_COST_000019,,,,,241.73,36.90,32.95,295.11,,,,,,,
ITB_SAN_01,,COST_000057,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000017,ONX-EM-ERPC-0000810,,,Direct,ACT_000009,ACTN_000010,DESC_COST_000057,,Relocation_Invoice 1001,,,"21,881.66","3,251.49","2,948.13","27,506.52",,,,,,,
ITB_SAN_01,,COST_000058,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000024,CBS_000025,CBS_000005,ONX-EM-ERPC-0000818,,,Direct,ACT_000010,ACTN_000006,DESC_COST_000058,,,,,"8,671.62","1,305.30","1,153.89","11,334.31",,,,,,,
ITB_SAN_01,,COST_000033,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000026,CBS_000005,ONX-EM-ERPC-0000819,,,Direct,ACT_000011,ACTN_000006,DESC_COST_000033,,Relocation_Invoice 1001,,,"1,762.75",265.44,241.90,"2,368.99",,,,,,,
ITB_SAN_01,,COST_000059,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000027,CBS_000005,ONX-EM-ERPC-0000821,,,Direct,ACT_000012,ACTN_000011,DESC_COST_000059,,1639015A,,,"2,199.90",319.95,296.79,"2,773.21",,,,,,,
ITB_SAN_01,,COST_000050,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000027,CBS_000005,ONX-EM-ERPC-0000824,,,Direct,ACT_000012,ACTN_000008,DESC_COST_000050,,,,,"4,351.40",669.46,598.67,"5,722.62",,,,,,,
ITB_SAN_01,,COST_000054,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000028,CBS_000029,CBS_000005,ONX-EM-ERPC-0000839,,,Direct,ACT_000013,ACTN_000012,DESC_COST_000054,,,,,"23,110.44","3,252.07","2,821.05","27,177.63",,,,,,,
ITB_SAN_01,,COST_000049,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000028,CBS_000029,CBS_000005,ONX-EM-ERPC-0000840,,,Direct,ACT_000013,ACTN_000012,DESC_COST_000049,,,,,43.22,6.61,5.47,55.46,,,,,,,
ITB_SAN_01,,COST_000018,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000841,,,Direct,ACT_000014,ACTN_000013,DESC_COST_000018,,T-3455,,,30.08,4.72,4.29,41.23,,,,,,,
ITB_SAN_01,,COST_000027,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000842,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000027,,,,,207.76,30.68,27.33,273.59,,,,,,,
ITB_SAN_01,,COST_000028,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000843,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000028,,13504207,,,762.79,116.42,102.48,"1,035.55",,,,,,,
ITB_SAN_01,,COST_000055,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000844,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000055,,13486537,,,157.47,23.91,20.72,206.12,,,,,,,
ITB_SAN_01,,COST_000056,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000845,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000056,,13486530,,,169.12,26.48,23.15,231.40,,,,,,,
ITB_SAN_01,,COST_000026,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000846,,,Direct,ACT_000014,ACTN_000008,DESC_COST_000026,,13504208,,,"5,899.75",923.81,762.28,"7,514.31",,,,,,,
ITB_SAN_01,,COST_000008,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000033,CBS_000005,ONX-EM-ERPC-0000847,,,Direct,ACT_000015,ACTN_000006,DESC_COST_000008,,97949583,,,41.71,6.07,5.71,55.40,,,,,,,
ITB_SAN_01,,COST_000025,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000034,CBS_000035,ONX-EM-ERPC-0000858,,,Direct,ACT_000016,ACTN_000015,DESC_COST_000025,,,,,"931,634.63","128,417.04","121,743.69","1,173,323.39",,,,,,,
ITB_SAN_01,,COST_000024,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000034,CBS_000035,ONX-EM-ERPC-0000859,,,Direct,ACT_000016,ACTN_000015,DESC_COST_000024,,901425585,,,654.94,91.73,81.17,827.17,,,,,,,
ITB_SAN_01,,COST_000032,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000005,ONX-EM-ERPC-0000860,,,Direct,ACT_000017,ACTN_000006,DESC_COST_000032,,901425585,,,"4,190.10",596.87,518.39,"5,529.73",,,,,,,
ITB_SAN_01,,COST_000031,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000005,ONX-EM-ERPC-0000861,,,Direct,ACT_000017,ACTN_000006,DESC_COST_000031,,Relocation_Invoice 1001,,,"1,372.53",200.27,176.73,"1,665.32",,,,,,,
ITB_SAN_01,,COST_000065,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000037,CBS_000017,ONX-EM-ERPC-0000869,,,Direct,ACT_000018,ACTN_000016,DESC_COST_000065,,,,,"10,963.77","1,769.08","1,418.13","14,997.08",,,,,,,
ITB_SAN_01,,COST_000030,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000037,CBS_000017,ONX-EM-ERPC-0000870,,,Direct,ACT_000018,ACTN_000017,DESC_COST_000030,,CA25N7551,,,"30,263.74","4,389.51","3,988.19","37,963.52",,,,,,,
ITB_SAN_01,,COST_000011,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000028,CBS_000039,CBS_000040,ONX-EM-ERPC-0000875,,,Direct,ACT_000019,ACTN_000018,DESC_COST_000011,,ABR2503862,,,"39,589.05","5,938.79","5,113.15","52,346.49",,,,,,,
ITB_SAN_01,,COST_000012,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000041,CBS_000005,ONX-EM-ERPC-0000882,,,Direct,ACT_000020,ACTN_000006,DESC_COST_000012,,,,,"44,399.79","6,467.91","5,731.04","54,271.67",,,,,,,
ITB_SAN_01,,COST_000020,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000005,ONX-EM-ERPC-0000885,,,Direct,ACT_000021,ACTN_000006,DESC_COST_000020,,,,,"1,116.21",171.11,158.43,"1,446.71",,,,,,,
ITB_SAN_01,,COST_000004,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000043,CBS_000005,ONX-EM-ERPC-0000891,,,Direct,ACT_000022,ACTN_000006,DESC_COST_000004,,,,,"1,535.14",226.34,217.40,"1,968.18",,,,,,,
ITB_SAN_01,,COST_000062,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000896,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000062,,,,,249.06,39.64,32.55,339.80,,,,,,,
ITB_SAN_01,,COST_000005,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000897,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000005,,247209479-001,,,"1,444.68",203.63,191.99,"1,762.22",,,,,,,
ITB_SAN_01,,COST_000021,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000898,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000021,,247069355-001,,,282.58,45.59,40.56,372.66,,,,,,,
ITB_SAN_01,,COST_000013,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000899,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000013,,249148540-001,,,78.64,12.13,10.90,107.92,,,,,,,
ITB_SAN_01,,COST_000014,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000902,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000014,,I-SJTOR-095107,,,81.54,11.95,10.54,106.55,,,,,,,
ITB_SAN_01,,COST_000015,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000904,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000015,,,,,0.00,0.00,0.00,0.00,,,,,,,
ITB_SAN_01,,COST_000016,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000905,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000016,,,,,568.49,81.25,74.96,740.59,,,,,,,
ITB_SAN_01,,COST_000003,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000906,,,Direct,ACT_000023,ACTN_000020,DESC_COST_000003,,ONETB210664,,,284.82,43.12,37.51,385.82,,,,,,,
ITB_SAN_01,,COST_000017,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000907,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000017,,6989488-00,,,258.58,40.63,33.92,341.68,,,,,,,
ITB_SAN_01,,COST_000022,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000908,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000022,,ONETB210278,,,197.98,28.55,24.20,252.23,,,,,,,
ITB_SAN_01,,COST_000063,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000909,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000063,,ONETB210279,,,907.08,129.68,118.81,"1,167.38",,,,,,,
ITB_SAN_01,,COST_000064,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000910,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000064,,ONETB210455,,,98.56,14.78,12.37,118.71,,,,,,,
ITB_SAN_01,,COST_000023,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000911,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000023,,ONETB210568,,,134.86,20.41,17.88,171.73,,,,,,,
ITB_SAN_01,,COST_000060,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000045,CBS_000005,ONX-EM-ERPC-0000914,,,Direct,ACT_000024,ACTN_000008,DESC_COST_000060,,,,,"12,934.54","2,017.93","1,728.05","17,908.37",,,,,,,
ITB_SAN_01,,COST_000061,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000046,CBS_000005,ONX-EM-ERPC-0000918,,,Direct,ACT_000025,ACTN_000006,DESC_COST_000061,,,,,"1,791.44",286.26,243.10,"2,260.96",,,,,,,
ITB_SAN_01,,COST_000001,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000046,CBS_000005,ONX-EM-ERPC-0000919,,,Direct,ACT_000025,ACTN_000006,DESC_COST_000001,,Relocation_Invoice 1001,,,492.38,73.70,66.79,633.11,,,,,,,
