ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_01,LN_000011,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000058,CBS_000051,"$263,421.48","$43,844.12","$36,182.72","$339,925.99",,,,$0.00,,,,$0.00,,,$0.00,,"$367,269.36","$362,313.51",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000012,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$157,836.26",,,,"$145,939.67",,,$0.00,,$0.00,"($177,549.58)",Direct,$0.00,$0.00,$0.00,"$242,696.19","$246,101.53","$324,206.78","$784,360.27",$0.00,$0.00,$0.00,"$234,752.35","$235,614.59","$354,585.36","$839,790.34","$952,288.51"
ITB_SAN_01,LN_000013,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000035,"$221,298.36","$31,541.98","$29,159.55","$272,010.06",,,,$0.00,,,,$0.00,,,$0.00,,"$280,393.87","$270,376.20",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000014,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$94,516.54",,,$0.00,,$0.00,"($112,735.93)",Direct,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000015,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000035,"$61,954.09","$10,040.68","$8,010.86","$85,250.33",,,,$0.00,,,,$0.00,,,$0.00,,"$78,142.36","$84,363.64",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000016,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$17,291.92",,,,"$17,310.46",,,$0.00,,$0.00,"($20,498.23)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,891.75"
ITB_SAN_01,LN_000017,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000051,"$2,627,552.53","$365,366.51","$339,222.08","$3,336,992.79",,,,"$1,181,237.65",,,,"$831,054.48",,,$0.00,,"$3,382,597.50","$2,438,174.38",Labour,$0.00,$0.00,$0.00,"$171,641.26","$170,200.81","$179,771.48","$509,748.35",$0.00,$0.00,$0.00,"$178,905.70","$186,364.71","$174,695.09","$534,282.85","$1,430,467.47"
ITB_SAN_01,LN_000018,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000035,"$1,638,067.74","$253,667.64","$235,158.21","$2,192,023.42",,,,$0.00,,,,$0.00,,,$0.00,,"$2,292,565.41","$2,250,227.14",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000019,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($18,748.64)",,,,"($9,565.84)",,,$0.00,,$0.00,"$7,758.94",Direct,"$1,481.84","($10,932.39)","($9,182.81)",$0.00,$0.00,$0.00,$0.00,"$1,449.03","($10,932.39)","($9,182.80)",$0.00,$0.00,$0.00,$0.00,"($18,748.64)"
ITB_SAN_01,LN_000020,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000061,CBS_000035,"$1,009,002.64","$143,366.68","$134,894.74","$1,285,802.59",,,,$0.00,,,,$0.00,,,$0.00,,"$1,306,134.08","$1,255,792.47",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000021,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$179,281.11",,,,"$10,985.11",,,$0.00,,$0.00,"($12,830.00)",Direct,$0.00,"$173,924.99","$165,664.27",$0.00,$0.00,$0.00,$0.00,$0.00,"$164,787.62","$167,854.95",$0.00,$0.00,$0.00,$0.00,"$177,694.29"
ITB_SAN_01,LN_000022,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$58,385.25",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000023,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000024,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000025,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000049,"$678,921.23","$108,893.13","$94,487.66","$897,308.80",,,,"$237,213.34",,,,"$209,160.19",,,$0.00,,"$900,635.20","$741,445.25",Labour,$0.00,$0.00,$0.00,"$50,319.26","$49,924.22","$47,387.99","$151,413.16",$0.00,$0.00,$0.00,"$50,838.56","$49,886.91","$50,728.62","$151,242.31","$349,712.06"
ITB_SAN_01,LN_000026,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000058,CBS_000051,"$279,545.25","$40,770.12","$36,447.75","$346,129.99",,,,$0.00,,,,$0.00,,,$0.00,,"$368,388.67","$348,274.93",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000027,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,"$30,423.67","$30,726.62","$61,139.64",$0.00,$0.00,$0.00,$0.00,"$31,593.79","$30,581.02","$58,323.45","$61,919.26"
ITB_SAN_01,LN_000028,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000035,"$239,818.92","$36,040.42","$33,857.70","$308,423.80",,,,$0.00,,,,$0.00,,,$0.00,,"$315,764.05","$325,362.24",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000029,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000030,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000051,"$1,237,470.03","$189,422.08","$171,700.91","$1,579,197.38",,,,"$1,306,172.80",,,,"$912,064.78",,,$0.00,,"$1,654,019.88","$687,562.55",Labour,$0.00,$0.00,$0.00,"$254,022.25","$273,391.15","$299,936.75","$834,476.23",$0.00,$0.00,$0.00,"$232,017.83","$275,603.73","$302,885.92","$770,671.24","$1,825,879.22"
ITB_SAN_01,LN_000031,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$247,020.58",,,,"$8,070.33",,,$0.00,,$0.00,"($9,757.13)",Direct,$314.53,"$229,635.48","$231,139.52",$0.00,$0.00,$0.00,$0.00,$304.28,"$233,056.72","$239,309.75",$0.00,$0.00,$0.00,$0.00,"$252,742.64"
ITB_SAN_01,LN_000032,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000051,"$103,901.86","$16,334.07","$12,970.45","$129,254.89",,,,"$23,187.64",,,,"$23,403.70",,,$0.00,,"$127,869.92","$107,699.75",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,842.09"
ITB_SAN_01,LN_000033,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000035,"$215,351.67","$35,040.81","$27,533.16","$275,928.35",,,,$0.00,,,,$0.00,,,$0.00,,"$274,659.01","$278,836.86",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000034,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,"$152,063.35","$148,696.13","$140,328.03","$437,109.44",$0.00,$0.00,$0.00,"$149,586.20","$145,083.07","$144,489.35","$436,324.10","$459,384.40"
ITB_SAN_01,LN_000035,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$61,256.45",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000036,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000037,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$29,554.84",,,$0.00,,$0.00,"($35,530.27)",Direct,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000038,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000049,"$567,517.02","$85,512.12","$77,389.57","$745,201.89",,,,"$276,834.18",,,,"$263,832.22",,,$0.00,,"$772,077.53","$497,246.63",Labour,$0.00,$0.00,$0.00,"$47,176.36","$51,349.82","$47,978.09","$151,359.95",$0.00,$0.00,$0.00,"$49,153.31","$47,996.65","$50,264.78","$146,197.16","$420,109.10"
ITB_SAN_01,LN_000039,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$246,799.29",,,,"$29,409.35",,,$0.00,,$0.00,"($33,805.86)",Direct,"$28,965.00","$118,837.67","$143,393.22",$0.00,$0.00,$0.00,$0.00,"$29,912.07","$116,072.94","$146,293.86",$0.00,$0.00,$0.00,$0.00,"$177,847.57"
ITB_SAN_01,LN_000040,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000041,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000066,"$528,639.09","$75,455.82","$63,936.69","$646,008.01",,,,"$162,128.31",,,,"$162,980.31",,,$0.00,,"$662,443.18","$461,954.67",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$171,744.59"
ITB_SAN_01,LN_000042,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$41.71,,,,$42.14,,,$0.00,,$0.00,($50.74),Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$44.17
ITB_SAN_01,LN_000043,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000028,CBS_000067,CBS_000040,"$59,915.23","$9,366.83","$8,058.11","$80,949.93",,,,"$83,344.08",,,,"$87,078.70",,,$0.00,,"$82,904.86","($3,675.59)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$84,860.48"
ITB_SAN_01,LN_000044,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000068,CBS_000069,CBS_000051,"$66,778.04","$10,417.68","$8,287.18","$85,699.55",,,,$0.00,,,,$0.00,,,$0.00,,"$85,828.00","$88,717.15",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000045,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000070,CBS_000049,"$25,816.20","$4,066.42","$3,599.61","$35,328.46",,,,$0.00,,,,$0.00,,,$0.00,,"$33,822.18","$35,353.25",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000046,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000071,CBS_000051,"$244,006.89","$37,721.04","$31,796.19","$305,158.02",,,,$0.00,,,,$0.00,,,$0.00,,"$302,822.95","$316,256.51",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000047,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000072,CBS_000066,"$113,558.65","$18,153.76","$14,788.26","$148,264.04",,,,"$9,148.52",,,,"$9,515.65",,,$0.00,,"$157,250.42","$149,104.88",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,196.38"
ITB_SAN_01,LN_000048,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000040,$0.00,$0.00,$0.00,$0.00,,,,$43.28,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000049,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000066,"$173,380.82","$28,159.96","$22,501.49","$239,199.83",,,,"$113,168.88",,,,"$111,523.81",,,$0.00,,"$220,068.92","$121,951.49",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$113,685.64"
ITB_SAN_01,LN_000050,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000051,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000074,CBS_000066,"$61,961.11","$8,670.72","$7,701.42","$74,974.92",,,,"$30,289.16",,,,"$29,488.00",,,$0.00,,"$73,222.83","$44,461.65",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,429.72"
ITB_SAN_01,LN_000052,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000075,CBS_000066,"$121,194.35","$18,042.35","$15,913.36","$150,414.04",,,,"$137,082.21",,,,"$134,231.88",,,$0.00,,"$144,943.69","$13,575.76",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$142,066.62"
ITB_SAN_01,LN_000053,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000076,CBS_000066,"$115,628.69","$18,218.12","$15,194.46","$156,276.47",,,,"$51,213.28",,,,"$43,525.39",,,$0.00,,"$144,697.84","$106,259.73",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$41,560.20"
ITB_SAN_01,LN_000054,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000077,CBS_000066,"$321,615.24","$48,798.30","$44,162.27","$418,225.69",,,,"$129,222.92",,,,"$111,991.93",,,$0.00,,"$426,145.03","$290,286.13",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$119,328.58"
ITB_SAN_01,LN_000055,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000078,CBS_000066,"$190,785.90","$28,937.88","$23,618.47","$239,779.56",,,,$0.00,,,,$0.00,,,$0.00,,"$236,455.15","$226,761.14",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000056,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000079,CBS_000066,"$339,626.98","$55,744.67","$46,292.39","$434,602.65",,,,$93.83,,,,$101.15,,,$0.00,,"$449,799.38","$450,109.88",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.92
ITB_SAN_01,LN_000057,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000080,CBS_000066,"$12,547.85","$1,920.92","$1,661.60","$15,957.17",,,,"$22,345.31",,,,"$20,418.14",,,$0.00,,"$16,101.95","($5,599.95)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,687.19"
ITB_SAN_01,LN_000058,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000081,CBS_000051,"$16,451.47","$2,572.00","$2,155.03","$20,907.45",,,,$0.00,,,,$0.00,,,$0.00,,"$22,412.15","$21,648.08",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000059,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000082,CBS_000051,"$43,945.68","$6,594.57","$5,382.02","$52,301.60",,,,$0.00,,,,$0.00,,,$0.00,,"$52,428.66","$51,868.92",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000060,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000083,CBS_000051,"$32,675.15","$5,134.90","$4,594.85","$45,398.00",,,,$0.00,,,,$0.00,,,$0.00,,"$42,359.14","$45,191.14",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_01,LN_000061,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000084,CBS_000051,"$75,543.81","$11,049.33","$9,864.17","$94,725.07",,,,"$32,955.57",,,,"$31,400.96",,,$0.00,,"$93,649.73","$65,974.23",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,861.31"
