ITB_No,Vendor Name,PO No,Currency,PO Value in Original Currency,PO Value in Original CAD,Total Claimed in PO in current ITB,Original_currency_current_ITB,Exchange_Rate_current_ITB,Total Claimed in PO until current ITB,Remaining in PO after current ITB
ITB_SAN_01,VENDOR_000008,PO_000058,USD,120.78,168.23,0.00,,,0.00,168.23
ITB_SAN_01,VENDOR_000009,PO_000059,CAD,"165,874.42","165,208.84",0.00,,,"23,824.73","141,384.11"
ITB_SAN_01,VENDOR_000010,PO_000060,CAD,678.14,719.19,0.00,,,0.00,719.19
ITB_SAN_01,VENDOR_000010,PO_000061,CAD,"3,432.23","3,741.45",0.00,,,"3,466.43",275.02
ITB_SAN_01,VENDOR_000010,PO_000062,CAD,"1,160.07","1,157.98",0.00,,,0.00,"1,157.98"
ITB_SAN_01,VENDOR_000010,PO_000063,CAD,806.69,818.15,0.00,,,792.96,25.19
ITB_SAN_01,VENDOR_000010,PO_000064,CAD,"11,591.36","10,701.77","10,742.02",,,0.00,"10,701.77"
ITB_SAN_01,VENDOR_000010,PO_000065,CAD,535.65,520.37,0.00,,,0.00,520.37
ITB_SAN_01,VENDOR_000011,PO_000066,CAD,"2,197.68","2,007.71",0.00,,,"2,010.49",0.00
ITB_SAN_01,VENDOR_000011,PO_000067,CAD,"2,001.62","2,180.59",0.00,,,0.00,"2,180.59"
ITB_SAN_01,VENDOR_000011,PO_000068,CAD,"2,086.75","2,194.76",0.00,,,"2,217.92",0.00
ITB_SAN_01,VENDOR_000011,PO_000069,CAD,"602,798.35","646,063.82",0.00,,,0.00,"646,063.82"
ITB_SAN_01,VENDOR_000011,PO_000070,CAD,103.78,104.97,0.00,,,0.00,104.97
ITB_SAN_01,VENDOR_000012,PO_000071,CAD,"617,978.41","644,694.05","182,745.96",,,"61,380.74","583,313.31"
ITB_SAN_01,VENDOR_000013,PO_000072,CAD,"79,849.05","83,894.71","8,084.10",,,0.00,"83,894.71"
ITB_SAN_01,VENDOR_000013,PO_000073,CAD,"129,483.25","124,272.72",0.00,,,0.00,"124,272.72"
ITB_SAN_01,VENDOR_000014,PO_000074,CAD,"906,645.47","982,604.56",0.00,,,"233,107.66","749,496.90"
ITB_SAN_01,VENDOR_000015,PO_000075,CAD,"18,384.09","17,683.82","1,054.09",,,920.21,"16,763.61"
ITB_SAN_01,VENDOR_000016,PO_000076,CAD,"11,013.17","11,522.39","2,484.91",,,0.00,"11,522.39"
ITB_SAN_01,VENDOR_000017,PO_000077,CAD,"86,357.79","86,490.31",0.00,,,0.00,"86,490.31"
ITB_SAN_01,VENDOR_000017,PO_000078,CAD,"166,090.03","167,416.69",0.00,,,0.00,"167,416.69"
ITB_SAN_01,VENDOR_000018,PO_000079,CAD,"74,762.56","78,108.56",0.00,,,"76,480.20","1,628.36"
ITB_SAN_01,VENDOR_000019,PO_000080,CAD,"6,637.40","6,090.99",0.00,,,"1,090.17","5,000.82"
ITB_SAN_01,VENDOR_000019,PO_000081,CAD,653.87,670.55,0.00,,,0.00,670.55
ITB_SAN_01,VENDOR_000019,PO_000082,CAD,578.12,562.31,0.00,,,578.38,0.00
ITB_SAN_01,VENDOR_000019,PO_000083,CAD,"1,031.81",989.72,0.00,,,"1,007.33",0.00
ITB_SAN_01,VENDOR_000019,PO_000084,CAD,714.73,745.80,0.00,,,765.60,0.00
ITB_SAN_01,VENDOR_000019,PO_000085,CAD,"1,019.14","1,056.36",0.00,,,"1,035.78",20.58
ITB_SAN_01,VENDOR_000019,PO_000086,CAD,"1,086.78","1,116.72",0.00,,,0.00,"1,116.72"
ITB_SAN_01,VENDOR_000019,PO_000087,CAD,388.73,361.15,0.00,,,367.80,0.00
ITB_SAN_01,VENDOR_000019,PO_000088,CAD,357.28,369.12,365.67,,,0.00,369.12
ITB_SAN_01,VENDOR_000019,PO_000089,CAD,333.11,309.78,0.00,,,327.76,0.00
ITB_SAN_01,VENDOR_000019,PO_000090,CAD,140.17,149.03,0.00,,,135.03,14.01
ITB_SAN_01,VENDOR_000019,PO_000091,CAD,"1,009.91",986.83,0.00,,,0.00,986.83
ITB_SAN_01,VENDOR_000019,PO_000092,CAD,"1,100.98","1,129.48",0.00,,,0.00,"1,129.48"
ITB_SAN_01,VENDOR_000019,PO_000093,CAD,745.40,748.06,0.00,,,0.00,748.06
ITB_SAN_01,VENDOR_000019,PO_000094,CAD,81.96,76.32,0.00,,,0.00,76.32
ITB_SAN_01,VENDOR_000019,PO_000095,CAD,"2,620.22","2,616.73",0.00,,,0.00,"2,616.73"
ITB_SAN_01,VENDOR_000019,PO_000096,CAD,92.16,85.83,0.00,,,0.00,85.83
ITB_SAN_01,VENDOR_000019,PO_000097,CAD,"1,038.43","1,058.02",0.00,,,0.00,"1,058.02"
ITB_SAN_01,VENDOR_000019,PO_000098,CAD,488.28,485.91,0.00,,,0.00,485.91
ITB_SAN_01,VENDOR_000019,PO_000099,CAD,855.93,830.71,0.00,,,0.00,830.71
ITB_SAN_01,VENDOR_000019,PO_000100,CAD,635.45,680.63,0.00,,,0.00,680.63
ITB_SAN_01,VENDOR_000019,PO_000101,CAD,"10,380.15","9,764.38",0.00,,,0.00,"9,764.38"
ITB_SAN_01,VENDOR_000019,PO_000102,CAD,19.89,18.88,0.00,,,0.00,18.88
ITB_SAN_01,VENDOR_000020,PO_000103,CAD,823.29,806.12,0.00,,,0.00,806.12
ITB_SAN_01,VENDOR_000020,PO_000104,CAD,50.73,52.42,53.16,,,0.00,52.42
ITB_SAN_01,VENDOR_000021,PO_000105,CAD,538.74,574.32,0.00,,,0.00,574.32
ITB_SAN_01,VENDOR_000022,PO_000106,CAD,258.80,265.64,0.00,,,0.00,265.64
ITB_SAN_01,VENDOR_000022,PO_000107,CAD,84.80,87.46,0.00,,,0.00,87.46
ITB_SAN_01,VENDOR_000022,PO_000108,CAD,88.60,80.90,0.00,,,0.00,80.90
ITB_SAN_01,VENDOR_000022,PO_000109,CAD,74.96,74.77,0.00,,,0.00,74.77
ITB_SAN_01,VENDOR_000022,PO_000110,CAD,103.91,112.04,0.00,,,0.00,112.04
ITB_SAN_01,VENDOR_000022,PO_000111,CAD,135.45,132.79,0.00,,,0.00,132.79
ITB_SAN_01,VENDOR_000022,PO_000112,CAD,421.94,394.45,0.00,,,0.00,394.45
ITB_SAN_01,VENDOR_000022,PO_000113,CAD,455.11,453.70,0.00,,,0.00,453.70
ITB_SAN_01,VENDOR_000022,PO_000114,CAD,295.29,298.05,0.00,,,0.00,298.05
ITB_SAN_01,VENDOR_000022,PO_000115,CAD,314.20,285.04,0.00,,,0.00,285.04
ITB_SAN_01,VENDOR_000023,PO_000116,Euro,"23,248.46","37,562.54",0.00,,,"36,365.05","1,197.49"
ITB_SAN_01,VENDOR_000024,PO_000117,CAD,"96,204.99","88,835.89",0.00,,,"65,008.76","23,827.13"
ITB_SAN_01,VENDOR_000024,PO_000118,CAD,"44,820.63","45,776.41",0.00,,,0.00,"45,776.41"
ITB_SAN_01,VENDOR_000025,PO_000119,CAD,"37,124.76","38,234.60",0.00,,,0.00,"38,234.60"
ITB_SAN_01,VENDOR_000026,PO_000120,CAD,"4,066.97","4,374.65",0.00,,,"4,187.55",187.10
ITB_SAN_01,VENDOR_000027,PO_000121,USD,"1,917.06","2,781.66",0.00,,,"2,817.44",0.00
ITB_SAN_01,VENDOR_000027,PO_000122,USD,411.15,583.88,0.00,,,777.48,0.00
ITB_SAN_01,VENDOR_000027,PO_000123,USD,144.98,212.96,0.00,,,202.97,9.98
ITB_SAN_01,VENDOR_000027,PO_000124,USD,24.91,36.19,0.00,,,34.92,1.26
ITB_SAN_01,VENDOR_000027,PO_000125,USD,46.04,64.56,0.00,,,61.42,3.14
ITB_SAN_01,VENDOR_000027,PO_000126,USD,"2,466.26","3,277.53",0.00,,,0.00,"3,277.53"
ITB_SAN_01,VENDOR_000027,PO_000127,USD,198.51,295.02,0.00,,,0.00,295.02
ITB_SAN_01,VENDOR_000027,PO_000128,USD,26.64,35.71,0.00,,,0.00,35.71
ITB_SAN_01,VENDOR_000028,PO_000129,CAD,"5,488.80","5,932.34",0.00,,,"5,800.52",131.82
ITB_SAN_01,VENDOR_000029,PO_000130,CAD,"283,575.70","287,650.05","39,230.10",,,"140,877.78","146,772.27"
ITB_SAN_01,VENDOR_000029,PO_000131,CAD,"87,211.39","86,811.07","13,145.02",,,"31,242.12","55,568.95"
ITB_SAN_01,VENDOR_000029,PO_000132,CAD,"144,129.07","148,717.35","76,524.39",,,"64,536.59","84,180.76"
ITB_SAN_01,VENDOR_000029,PO_000133,CAD,"579,388.54","567,712.25",0.00,,,0.00,"567,712.25"
ITB_SAN_01,VENDOR_000030,PO_000134,CAD,"1,158,466.98","1,130,090.41",0.00,,,"352,832.20","777,258.21"
ITB_SAN_01,VENDOR_000031,PO_000135,CAD,"33,863.86","34,573.81","8,260.90",,,"10,674.23","23,899.58"
ITB_SAN_01,VENDOR_000032,PO_000136,CAD,"74,620.90","76,992.10","8,179.56",,,"33,849.32","43,142.78"
ITB_SAN_01,VENDOR_000001,PO_000137,CAD,"405,065.54","419,628.77",0.00,,,0.00,"419,628.77"
ITB_SAN_01,VENDOR_000001,PO_000138,CAD,783.82,854.43,0.00,,,0.00,854.43
ITB_SAN_01,VENDOR_000001,PO_000139,CAD,"1,060,229.49","1,094,120.79","99,264.93",,,"118,858.61","975,262.18"
ITB_SAN_01,VENDOR_000033,PO_000140,CAD,0.82,0.86,0.00,,,0.00,0.86
ITB_SAN_01,VENDOR_000033,PO_000141,CAD,"1,522.13","1,531.74",0.00,,,72.09,"1,459.65"
ITB_SAN_01,VENDOR_000033,PO_000142,CAD,77.76,77.63,73.06,,,0.00,77.63
ITB_SAN_01,VENDOR_000034,PO_000143,CAD,"1,680,703.92","1,639,013.76","135,683.99",,,"120,985.84","1,518,027.92"
ITB_SAN_01,VENDOR_000035,PO_000144,CAD,"291,858.86","282,461.62",801.99,,,0.00,"282,461.62"
ITB_SAN_01,VENDOR_000035,PO_000145,CAD,"200,596.95","199,505.03",222.50,,,0.00,"199,505.03"
ITB_SAN_01,VENDOR_000035,PO_000146,CAD,"119,054.14","117,927.52",181.38,,,0.00,"117,927.52"
ITB_SAN_01,VENDOR_000035,PO_000147,CAD,"104,464.99","102,000.65",152.79,,,0.00,"102,000.65"
ITB_SAN_01,VENDOR_000035,PO_000148,CAD,"47,325.72","47,020.44",0.00,,,546.70,"46,473.74"
ITB_SAN_01,VENDOR_000035,PO_000149,CAD,"45,270.14","47,748.07",0.00,,,342.79,"47,405.28"
ITB_SAN_01,VENDOR_000036,PO_000150,CAD,"3,282.41","3,346.45","1,005.01",,,0.00,"3,346.45"
ITB_SAN_01,VENDOR_000037,PO_000151,CAD,323.26,303.86,0.00,,,298.51,5.35
ITB_SAN_01,VENDOR_000038,PO_000152,CAD,"548,277.60","565,711.35",0.00,,,"65,760.64","499,950.71"
ITB_SAN_01,VENDOR_000038,PO_000153,CAD,"2,104.44","1,977.94",0.00,,,"2,097.71",0.00
ITB_SAN_01,VENDOR_000039,PO_000154,CAD,"199,774.95","201,300.86","27,039.34",,,"38,766.35","162,534.52"
ITB_SAN_01,VENDOR_000039,PO_000155,CAD,457.13,448.92,42.45,,,0.00,448.92
ITB_SAN_01,VENDOR_000039,PO_000156,CAD,"198,456.55","194,309.92",0.00,,,0.00,"194,309.92"
ITB_SAN_01,VENDOR_000040,PO_000157,CAD,"1,359,001.12","1,259,149.24","114,011.59",,,"21,796.11","1,237,353.12"
ITB_SAN_01,VENDOR_000041,PO_000158,CAD,519.12,524.18,0.00,,,0.00,524.18
ITB_SAN_01,VENDOR_000042,PO_000159,CAD,"148,056.18","147,527.98",0.00,,,"3,065.36","144,462.62"
ITB_SAN_01,VENDOR_000043,PO_000160,CAD,"6,925.00","6,431.83",0.00,,,"1,149.60","5,282.23"
ITB_SAN_01,VENDOR_000043,PO_000161,CAD,"5,742.26","5,465.99",0.00,,,"5,624.24",0.00
ITB_SAN_01,VENDOR_000043,PO_000162,CAD,"8,669.24","8,048.18",366.61,,,"1,588.71","6,459.47"
ITB_SAN_01,VENDOR_000044,PO_000163,USD,74.24,102.64,0.00,,,0.00,102.64
ITB_SAN_01,VENDOR_000044,PO_000164,USD,"255,666.70","363,571.59",64.93,,,"66,526.72","297,044.87"
ITB_SAN_01,VENDOR_000045,PO_000165,CAD,"1,419.81","1,397.35",0.00,,,"1,458.01",0.00
ITB_SAN_01,VENDOR_000045,PO_000166,CAD,"3,611.08","3,728.46",0.00,,,"3,635.40",93.06
ITB_SAN_01,VENDOR_000045,PO_000167,CAD,283.67,283.68,0.00,,,295.95,0.00
ITB_SAN_01,VENDOR_000045,PO_000168,CAD,"1,839.34","1,920.64","1,947.08",,,0.00,"1,920.64"
ITB_SAN_01,VENDOR_000045,PO_000169,CAD,224.95,243.79,234.98,,,0.00,243.79
