ITB_No,Vendor Name,PO No,Currency,PO Value in Original Currency,PO Value in Original CAD,Total Claimed in PO in current ITB,Original_currency_current_ITB,Exchange_Rate_current_ITB,Total Claimed in PO until current ITB,Remaining in PO after current ITB
ITB_SAN_03,VENDOR_000014,PO_000074,CAD,"1,096,393.10","1,067,587.52",0.00,,,"269,331.02","798,256.50"
ITB_SAN_03,VENDOR_000015,PO_000075,CAD,"20,527.81","20,394.90","1,136.92",,,"1,085.17","19,309.72"
ITB_SAN_03,VENDOR_000016,PO_000076,CAD,"13,211.90","12,536.23","2,651.96",,,0.00,"12,536.23"
ITB_SAN_03,VENDOR_000017,PO_000077,CAD,"90,266.24","96,353.82",0.00,,,0.00,"96,353.82"
ITB_SAN_03,VENDOR_000017,PO_000078,CAD,"175,056.64","188,822.47",0.00,,,0.00,"188,822.47"
ITB_SAN_03,VENDOR_000018,PO_000079,CAD,"87,556.62","84,026.45",0.00,,,"81,801.31","2,225.15"
ITB_SAN_03,VENDOR_000019,PO_000080,CAD,"7,032.02","7,180.25",0.00,,,"1,179.48","6,000.77"
ITB_SAN_03,VENDOR_000019,PO_000081,CAD,786.04,753.28,0.00,,,0.00,753.28
ITB_SAN_03,VENDOR_000019,PO_000082,CAD,670.60,619.91,0.00,,,665.31,0.00
ITB_SAN_03,VENDOR_000019,PO_000083,CAD,"1,065.45","1,145.66",0.00,,,"1,100.66",45.00
ITB_SAN_03,VENDOR_000019,PO_000084,CAD,804.57,869.97,0.00,,,853.66,16.31
ITB_SAN_03,VENDOR_000019,PO_000085,CAD,"1,226.99","1,126.11",0.00,,,"1,203.84",0.00
ITB_SAN_03,VENDOR_000019,PO_000086,CAD,"1,304.01","1,308.90",0.00,,,0.00,"1,308.90"
ITB_SAN_03,VENDOR_000019,PO_000087,CAD,420.04,439.85,0.00,,,418.61,21.23
ITB_SAN_03,VENDOR_000019,PO_000088,CAD,430.55,415.99,429.18,,,0.00,415.99
ITB_SAN_03,VENDOR_000019,PO_000089,CAD,346.22,361.57,0.00,,,357.92,3.64
ITB_SAN_03,VENDOR_000019,PO_000090,CAD,153.17,163.97,0.00,,,152.09,11.88
ITB_SAN_03,VENDOR_000019,PO_000091,CAD,"1,090.69","1,065.99",0.00,,,0.00,"1,065.99"
ITB_SAN_03,VENDOR_000019,PO_000092,CAD,"1,288.07","1,258.28",0.00,,,0.00,"1,258.28"
ITB_SAN_03,VENDOR_000019,PO_000093,CAD,768.07,790.41,0.00,,,0.00,790.41
ITB_SAN_03,VENDOR_000019,PO_000094,CAD,85.78,90.56,0.00,,,0.00,90.56
ITB_SAN_03,VENDOR_000019,PO_000095,CAD,"2,706.03","2,723.74",0.00,,,0.00,"2,723.74"
ITB_SAN_03,VENDOR_000019,PO_000096,CAD,103.50,98.87,0.00,,,0.00,98.87
ITB_SAN_03,VENDOR_000019,PO_000097,CAD,"1,143.00","1,141.26",0.00,,,0.00,"1,141.26"
ITB_SAN_03,VENDOR_000019,PO_000098,CAD,564.52,579.41,0.00,,,0.00,579.41
ITB_SAN_03,VENDOR_000019,PO_000099,CAD,881.43,960.33,0.00,,,0.00,960.33
ITB_SAN_03,VENDOR_000019,PO_000100,CAD,738.73,699.40,0.00,,,0.00,699.40
ITB_SAN_03,VENDOR_000019,PO_000101,CAD,"10,773.22","11,226.55",0.00,,,0.00,"11,226.55"
ITB_SAN_03,VENDOR_000019,PO_000102,CAD,22.70,22.36,0.00,,,0.00,22.36
ITB_SAN_03,VENDOR_000020,PO_000103,CAD,943.79,868.97,0.00,,,0.00,868.97
ITB_SAN_03,VENDOR_000020,PO_000104,CAD,55.77,60.81,57.68,,,0.00,60.81
ITB_SAN_03,VENDOR_000021,PO_000105,CAD,636.68,617.01,0.00,,,0.00,617.01
ITB_SAN_03,VENDOR_000022,PO_000106,CAD,301.51,291.17,0.00,,,0.00,291.17
ITB_SAN_03,VENDOR_000022,PO_000107,CAD,92.34,95.58,0.00,,,0.00,95.58
ITB_SAN_03,VENDOR_000022,PO_000108,CAD,90.53,97.81,0.00,,,0.00,97.81
ITB_SAN_03,VENDOR_000022,PO_000109,CAD,83.39,85.18,0.00,,,0.00,85.18
ITB_SAN_03,VENDOR_000022,PO_000110,CAD,123.84,121.40,0.00,,,0.00,121.40
ITB_SAN_03,VENDOR_000022,PO_000111,CAD,142.41,152.96,0.00,,,0.00,152.96
ITB_SAN_03,VENDOR_000022,PO_000112,CAD,444.78,460.31,0.00,,,0.00,460.31
ITB_SAN_03,VENDOR_000022,PO_000113,CAD,499.80,519.38,0.00,,,0.00,519.38
ITB_SAN_03,VENDOR_000022,PO_000114,CAD,335.58,333.96,0.00,,,0.00,333.96
ITB_SAN_03,VENDOR_000022,PO_000115,CAD,337.00,342.11,0.00,,,0.00,342.11
ITB_SAN_03,VENDOR_000023,PO_000116,Euro,"25,836.72","42,684.98",0.00,,,"42,063.81",621.18
ITB_SAN_03,VENDOR_000024,PO_000117,CAD,"108,417.41","101,604.47",0.00,,,"74,937.42","26,667.05"
ITB_SAN_03,VENDOR_000024,PO_000118,CAD,"51,314.40","53,137.33",0.00,,,0.00,"53,137.33"
ITB_SAN_03,VENDOR_000025,PO_000119,CAD,"44,095.21","40,409.33",0.00,,,0.00,"40,409.33"
ITB_SAN_03,VENDOR_000026,PO_000120,CAD,"4,564.18","4,811.58",0.00,,,"4,763.26",48.33
ITB_SAN_03,VENDOR_000027,PO_000121,USD,"2,223.12","2,981.86",0.00,,,"3,076.96",0.00
ITB_SAN_03,VENDOR_000027,PO_000122,USD,471.18,629.36,0.00,,,888.33,0.00
ITB_SAN_03,VENDOR_000027,PO_000123,USD,170.87,235.90,0.00,,,226.53,9.37
ITB_SAN_03,VENDOR_000027,PO_000124,USD,27.97,39.08,0.00,,,38.77,0.30
ITB_SAN_03,VENDOR_000027,PO_000125,USD,47.78,69.84,0.00,,,69.40,0.44
ITB_SAN_03,VENDOR_000027,PO_000126,USD,"2,735.61","3,604.53",0.00,,,0.00,"3,604.53"
ITB_SAN_03,VENDOR_000027,PO_000127,USD,233.44,307.24,0.00,,,0.00,307.24
ITB_SAN_03,VENDOR_000027,PO_000128,USD,28.00,42.73,0.00,,,0.00,42.73
ITB_SAN_03,VENDOR_000028,PO_000129,CAD,"6,525.46","6,187.67",0.00,,,"6,511.75",0.00
ITB_SAN_03,VENDOR_000029,PO_000130,CAD,"341,080.09","328,350.93","42,762.64",,,"151,452.56","176,898.37"
ITB_SAN_03,VENDOR_000029,PO_000131,CAD,"94,596.91","88,984.96","14,809.99",,,"34,513.15","54,471.81"
ITB_SAN_03,VENDOR_000029,PO_000132,CAD,"160,521.77","172,336.81","86,696.01",,,"76,120.18","96,216.63"
ITB_SAN_03,VENDOR_000029,PO_000133,CAD,"616,896.86","622,759.83",0.00,,,0.00,"622,759.83"
ITB_SAN_03,VENDOR_000030,PO_000134,CAD,"1,268,684.81","1,278,569.41",0.00,,,"414,425.04","864,144.36"
ITB_SAN_03,VENDOR_000031,PO_000135,CAD,"36,901.50","39,478.42","8,746.03",,,"10,998.73","28,479.69"
ITB_SAN_03,VENDOR_000032,PO_000136,CAD,"82,882.96","84,497.07","9,810.04",,,"38,287.60","46,209.47"
ITB_SAN_03,VENDOR_000001,PO_000137,CAD,"459,738.82","489,024.37",0.00,,,0.00,"489,024.37"
ITB_SAN_03,VENDOR_000001,PO_000138,CAD,945.41,922.88,0.00,,,0.00,922.88
ITB_SAN_03,VENDOR_000001,PO_000139,CAD,"1,232,030.67","1,212,120.27","106,356.88",,,"133,210.13","1,078,910.14"
ITB_SAN_03,VENDOR_000033,PO_000140,CAD,0.99,0.94,0.00,,,0.00,0.94
ITB_SAN_03,VENDOR_000033,PO_000141,CAD,"1,693.23","1,630.30",0.00,,,85.26,"1,545.04"
ITB_SAN_03,VENDOR_000033,PO_000142,CAD,85.00,82.48,87.02,,,0.00,82.48
ITB_SAN_03,VENDOR_000034,PO_000143,CAD,"1,909,806.62","1,997,137.49","150,011.60",,,"133,780.97","1,863,356.52"
ITB_SAN_03,VENDOR_000035,PO_000144,CAD,"319,836.63","314,453.54",882.08,,,0.00,"314,453.54"
ITB_SAN_03,VENDOR_000035,PO_000145,CAD,"222,229.16","227,148.04",245.68,,,0.00,"227,148.04"
ITB_SAN_03,VENDOR_000035,PO_000146,CAD,"124,012.99","133,923.90",190.07,,,0.00,"133,923.90"
ITB_SAN_03,VENDOR_000035,PO_000147,CAD,"124,310.09","120,230.39",186.06,,,0.00,"120,230.39"
ITB_SAN_03,VENDOR_000035,PO_000148,CAD,"49,524.95","52,843.55",0.00,,,650.21,"52,193.33"
ITB_SAN_03,VENDOR_000035,PO_000149,CAD,"51,634.80","50,740.22",0.00,,,362.33,"50,377.88"
ITB_SAN_03,VENDOR_000036,PO_000150,CAD,"3,800.19","3,620.28","1,136.94",,,0.00,"3,620.28"
ITB_SAN_03,VENDOR_000037,PO_000151,CAD,355.85,344.96,0.00,,,352.09,0.00
ITB_SAN_03,VENDOR_000038,PO_000152,CAD,"635,402.44","603,121.27",0.00,,,"70,287.52","532,833.75"
ITB_SAN_03,VENDOR_000038,PO_000153,CAD,"2,225.48","2,170.52",0.00,,,"2,321.10",0.00
ITB_SAN_03,VENDOR_000039,PO_000154,CAD,"231,901.59","234,553.77","32,837.84",,,"41,305.97","193,247.80"
ITB_SAN_03,VENDOR_000039,PO_000155,CAD,501.91,494.29,45.87,,,0.00,494.29
ITB_SAN_03,VENDOR_000039,PO_000156,CAD,"212,677.16","215,859.60",0.00,,,0.00,"215,859.60"
ITB_SAN_03,VENDOR_000040,PO_000157,CAD,"1,491,555.59","1,381,414.51","124,336.22",,,"24,329.55","1,357,084.96"
ITB_SAN_03,VENDOR_000041,PO_000158,CAD,552.73,546.03,0.00,,,0.00,546.03
ITB_SAN_03,VENDOR_000042,PO_000159,CAD,"151,581.96","149,753.35",0.00,,,"3,435.70","146,317.65"
ITB_SAN_03,VENDOR_000043,PO_000160,CAD,"7,471.06","7,744.87",0.00,,,"1,186.12","6,558.75"
ITB_SAN_03,VENDOR_000043,PO_000161,CAD,"6,361.39","6,238.17",0.00,,,"5,931.62",306.55
ITB_SAN_03,VENDOR_000043,PO_000162,CAD,"9,605.82","9,330.31",406.88,,,"1,824.86","7,505.45"
ITB_SAN_03,VENDOR_000044,PO_000163,USD,84.94,113.05,0.00,,,0.00,113.05
ITB_SAN_03,VENDOR_000044,PO_000164,USD,"280,637.39","402,983.98",76.36,,,"78,969.04","324,014.94"
ITB_SAN_03,VENDOR_000045,PO_000165,CAD,"1,596.98","1,578.17",0.00,,,"1,649.51",0.00
ITB_SAN_03,VENDOR_000045,PO_000166,CAD,"4,084.59","4,269.85",0.00,,,"4,343.26",0.00
ITB_SAN_03,VENDOR_000045,PO_000167,CAD,312.37,333.18,0.00,,,325.95,7.23
ITB_SAN_03,VENDOR_000045,PO_000168,CAD,"2,214.91","2,158.12","2,055.77",,,0.00,"2,158.12"
ITB_SAN_03,VENDOR_000045,PO_000169,CAD,262.04,260.06,271.21,,,0.00,260.06
