ITB_No,Cost_ID,Vendor Name,Actual/Accruals,Invoice No,Invoice Date,PO No,Currency, Subtotal Amount (Without Tax) ,FX,Amount in CAD,Claim Amount
ITB_SAN_03,COST_000020,VENDOR_000046,Actuals,INV_000022-C03,2025-08-12,PO_000049,CAD,"$1,353.91",1,"$1,353.91","$1,310.59"
ITB_SAN_03,COST_000004,VENDOR_000046,Actuals,INV_000023-C03,2025-08-12,PO_000050,CAD,"$1,779.41",1,"$1,779.41","$1,669.04"
ITB_SAN_03,COST_000005,VENDOR_000046,Actuals,INV_000024-C03,2025-08-12,PO_000049,CAD,"$1,555.12",1,"$1,555.12","$1,016.71"
ITB_SAN_03,COST_000021,VENDOR_000046,Actuals,INV_000025-C03,2025-08-13,PO_000049,CAD,$313.34,1,$313.34,$203.28
ITB_SAN_03,COST_000022,VENDOR_000046,Actuals,INV_000026-C03,2025-08-01,PO_000043,CAD,$311.29,1,$311.29,$207.95
ITB_SAN_03,COST_000023,VENDOR_000046,Actuals,INV_000027-C03,2025-08-19,PO_000053,CAD,$159.84,1,$159.84,$159.20
ITB_SAN_03,COST_000024,VENDOR_000047,Actuals,INV_000028-C03,2025-08-10,PO_000005,CAD,"$235,198.52",1,"$235,198.52",$733.23
ITB_SAN_03,COST_000025,VENDOR_000047,Actuals,INV_000029-C03,2025-07-09,PO_000005,CAD,"$1,032,066.19",1,"$1,032,066.19","$965,998.13"
ITB_SAN_03,COST_000026,VENDOR_000047,Actuals,INV_000030-C03,2025-06-26,PO_000005,CAD,"$290,513.16",1,"$290,513.16","$6,850.19"
ITB_SAN_03,COST_000008,VENDOR_000047,Actuals,INV_000031-C03,2025-06-26,PO_000005,CAD,"$239,935.08",1,"$239,935.08",$49.64
ITB_SAN_03,COST_000027,VENDOR_000048,Actuals,INV_000032-C03,2025-08-08,PO_000013,CAD,"$1,577.96",1,"$1,577.96",$241.31
ITB_SAN_03,COST_000028,VENDOR_000048,Actuals,INV_000033-C03,2025-08-08,PO_000008,CAD,"$16,265.07",1,"$16,265.07",$0.00
ITB_SAN_03,COST_000029,VENDOR_000049,Actuals,INV_000034-C03,2025-07-16,PO_000017,CAD,"$4,835.77",1,"$4,835.77",$334.16
ITB_SAN_03,COST_000030,VENDOR_000010,Actuals,INV_000035-C03,11-Sep-25,PO_000065,CAD,"$34,441.16",1,"$34,441.16","$33,362.15"
ITB_SAN_03,COST_000031,VENDOR_000050,Actuals,INV_000036-C03,2025-09-11,PO_000070,CAD,"$1,148.64",1,"$1,148.64","$1,076.26"
ITB_SAN_03,COST_000032,VENDOR_000050,Actuals,INV_000037-C03,2025-07-29,PO_000069,CAD,"$634,243.00",1,"$634,243.00","$4,430.28"
ITB_SAN_03,COST_000009,VENDOR_000051,Actuals,INV_000038-C03,"July, 1st, 2025",PO_000074,CAD,"$235,322.85",1,"$235,322.85",$16.08
ITB_SAN_03,COST_000033,VENDOR_000052,Actuals,INV_000039-C03,2025-04-30,PO_000075,CAD,"$1,963.41",1,"$1,963.41","$1,580.75"
ITB_SAN_03,COST_000034,VENDOR_000052,Actuals,INV_000040-C03,2025-07-31,,,"$9,641.87",1,"$9,641.87","$8,596.03"
ITB_SAN_03,COST_000035,VENDOR_000052,Actuals,INV_000041-C03,2025-07-31,PO_000075,CAD,"$1,171.14",1,"$1,171.14",$0.00
ITB_SAN_03,COST_000036,VENDOR_000053,Actuals,INV_000042-C03,31-Jul-25,PO_000170,CAD,$756.15,1,$756.15,$570.67
ITB_SAN_03,COST_000013,VENDOR_000054,Actuals,INV_000043-C03,2025-06-30,PO_000103,CAD,$925.85,1,$925.85,$90.65
ITB_SAN_03,COST_000037,VENDOR_000055,Actuals,INV_000044-C03,2025-08-14,PO_000127,USD,$235.89,1.38,$325.53,$44.88
ITB_SAN_03,COST_000038,VENDOR_000055,Actuals,INV_000045-C03,2025-08-14,PO_000126,USD,"$2,568.60",1.38,"$3,544.67",$45.66
ITB_SAN_03,COST_000002,VENDOR_000055,Actuals,INV_000046-C03,2025-08-14,PO_000128,USD,"$1,102.06",1.38,"$1,520.84","$1,307.14"
ITB_SAN_03,COST_000039,VENDOR_000056,Actuals,INV_000047-C03,30/06/2025,PO_000117,CAD,"$7,151.83",1,"$7,151.83",$0.00
ITB_SAN_03,COST_000040,VENDOR_000057,Actuals,INV_000048-C03,2025-08-05,PO_000132,CAD,"$2,969.30",1,"$2,969.30",$512.57
ITB_SAN_03,COST_000041,VENDOR_000058,Actuals,INV_000049-C03,2025-08-20,PO_000114,CAD,"$77,332.15",1,"$77,332.15","$55,732.53"
ITB_SAN_03,COST_000042,VENDOR_000058,Actuals,INV_000050-C03,2025-08-26,PO_000115,CAD,$765.74,1,$765.74,$646.63
ITB_SAN_03,COST_000043,VENDOR_000059,Actuals,INV_000051-C03,2025-07-10,PO_000135,CAD,"$4,375.35",1,"$4,375.35",$408.48
ITB_SAN_03,COST_000026,VENDOR_000060,Actuals,INV_000052-C03,,PO_000156,CAD,"$25,861.19",1,"$25,861.19",$0.00
ITB_SAN_03,COST_000044,VENDOR_000061,Actuals,INV_000053-C03,2025-08-04,PO_000162,CAD,$176.05,1,$176.05,$128.56
ITB_SAN_03,COST_000006,VENDOR_000061,Actuals,INV_000054-C03,2025-08-04,PO_000162,CAD,$403.30,1,$403.30,$354.43
ITB_SAN_03,COST_000045,VENDOR_000061,Actuals,INV_000055-C03,2025-07-07,PO_000162,CAD,$439.95,1,$439.95,$38.62
ITB_SAN_03,COST_000039,VENDOR_000061,Actuals,INV_000056-C03,2025-07-31,PO_000162,CAD,$143.62,1,$143.62,$57.27
ITB_SAN_03,COST_000046,VENDOR_000061,Actuals,INV_000057-C03,2025-06-25,PO_000162,CAD,$394.94,1,$394.94,$10.61
ITB_SAN_03,COST_000047,VENDOR_000061,Actuals,INV_000058-C03,2025-07-03,PO_000162,CAD,$566.20,1,$566.20,$222.32
ITB_SAN_03,COST_000048,VENDOR_000061,Actuals,INV_000059-C03,2025-07-25,PO_000162,CAD,$574.59,1,$574.59,$378.38
ITB_SAN_03,COST_000049,VENDOR_000048,Accruals,INV_000060-C03,2025-08-08,PO_000011,CAD,"$13,297.06",1,"$13,297.06",$48.55
ITB_SAN_03,COST_000050,VENDOR_000048,Accruals,INV_000061-C03,2025-08-08,PO_000009,CAD,"$15,309.07",1,"$15,309.07","$5,045.49"
ITB_SAN_03,COST_000031,VENDOR_000019,Accruals,INV_000062-C03,2025-08-22,PO_000100,CAD,$715.69,1,$715.69,$44.97
ITB_SAN_03,COST_000051,VENDOR_000019,Accruals,INV_000063-C03,2025-07-23,PO_000095,CAD,"$2,134.93",1,"$2,134.93",$0.00
ITB_SAN_03,COST_000052,VENDOR_000019,Accruals,INV_000064-C03,2025-07-23,PO_000091,CAD,$282.81,1,$282.81,$0.00
ITB_SAN_03,COST_000041,VENDOR_000019,Accruals,INV_000065-C03,2025-07-30,PO_000095,CAD,$747.78,1,$747.78,$0.00
ITB_SAN_03,COST_000004,VENDOR_000019,Accruals,INV_000066-C03,13-Aug-25,PO_000101,CAD,"$10,857.07",1,"$10,857.07",$0.00
ITB_SAN_03,COST_000030,VENDOR_000019,Accruals,INV_000067-C03,2025-07-23,PO_000099,CAD,$942.60,1,$942.60,$0.00
ITB_SAN_03,COST_000043,VENDOR_000019,Accruals,INV_000068-C03,2025-06-30,PO_000092,CAD,"$1,289.23",1,"$1,289.23",$0.00
ITB_SAN_03,COST_000029,VENDOR_000019,Accruals,INV_000069-C03,2025-06-30,PO_000093,CAD,$812.64,1,$812.64,$0.00
ITB_SAN_03,COST_000035,VENDOR_000019,Accruals,INV_000070-C03,2025-07-23,PO_000098,CAD,$570.18,1,$570.18,$0.00
ITB_SAN_03,COST_000030,VENDOR_000019,Accruals,INV_000071-C03,2025-07-08,PO_000091,CAD,$841.13,1,$841.13,$0.00
ITB_SAN_03,COST_000053,VENDOR_000062,Accruals,INV_000072-C03,2025-06-09,PO_000164,USD,"$54,449.63",1.37,"$74,596.00",$0.00
ITB_SAN_03,COST_000054,VENDOR_000048,Accruals,INV_000061-C03,08/08/2025,PO_000009,CAD,"$25,067.30",1,"$25,067.30","$24,899.93"
ITB_SAN_03,COST_000018,VENDOR_000048,Accruals,INV_000060-C03,08/08/2025,PO_000011,CAD,"$12,454.72",1,"$12,454.72",$35.33
ITB_SAN_03,COST_000055,VENDOR_000048,Accruals,INV_000073-C03,2025-09-05,PO_000013,CAD,"$6,189.97",1,"$6,189.97",$172.27
ITB_SAN_03,COST_000056,VENDOR_000048,Accruals,INV_000074-C03,2025-09-05,PO_000014,CAD,"$5,879.69",1,"$5,879.69",$194.11
ITB_SAN_03,COST_000019,VENDOR_000005,Accruals,INV_000075-C03,2025-07-03,PO_000015,CAD,$265.71,1,$265.71,$204.88
ITB_SAN_03,COST_000057,VENDOR_000005,Accruals,INV_000076-C03,2025-07-03,PO_000015,CAD,"$24,588.69",1,"$24,588.69","$20,370.76"
ITB_SAN_03,COST_000058,VENDOR_000005,Accruals,INV_000077-C03,2025-07-04,PO_000016,CAD,"$9,559.32",1,"$9,559.32","$9,499.51"
ITB_SAN_03,COST_000033,VENDOR_000005,Accruals,INV_000078-C03,2025-07-03,PO_000015,CAD,$71.99,1,$71.99,$0.00
ITB_SAN_03,COST_000059,VENDOR_000005,Accruals,INV_000079-C03,2025-07-03,PO_000015,CAD,"$2,381.48",1,"$2,381.48","$2,342.69"
ITB_SAN_03,COST_000033,VENDOR_000046,Accruals,INV_000001-C03,2025-08-12,PO_000050,CAD,$65.95,1,$65.95,$0.00
ITB_SAN_03,COST_000060,VENDOR_000046,Accruals,INV_000080-C03,2025-08-06,PO_000043,CAD,"$15,960.74",1,"$15,960.74","$15,677.69"
ITB_SAN_03,COST_000061,VENDOR_000046,Accruals,INV_000081-C03,2025-08-15,PO_000043,CAD,"$2,039.93",1,"$2,039.93","$1,686.09"
ITB_SAN_03,COST_000001,VENDOR_000046,Accruals,INV_000082-C03,2025-08-15,PO_000043,CAD,$295.33,1,$295.33,$0.00
ITB_SAN_03,COST_000062,VENDOR_000046,Accruals,INV_000023-C03,2025-08-12,PO_000050,CAD,$283.69,1,$283.69,$278.49
ITB_SAN_03,COST_000063,VENDOR_000046,Accruals,INV_000083-C03,2025-08-06,PO_000043,CAD,$971.88,1,$971.88,$845.52
ITB_SAN_03,COST_000064,VENDOR_000046,Accruals,INV_000084-C03,2025-08-06,PO_000043,CAD,$304.17,1,$304.17,$104.67
ITB_SAN_03,COST_000031,VENDOR_000063,Accruals,INV_000085-C03,2025-07-31,PO_000075,CAD,"$1,194.23",1,"$1,194.23",$299.52
ITB_SAN_03,COST_000055,VENDOR_000063,Accruals,INV_000086-C03,2025-08-31,PO_000075,CAD,"$1,123.94",1,"$1,123.94",$0.00
ITB_SAN_03,COST_000034,VENDOR_000063,Accruals,INV_000087-C03,2025-08-31,PO_000075,CAD,"$1,109.37",1,"$1,109.37",$0.00
ITB_SAN_03,COST_000038,VENDOR_000056,Accruals,INV_000088-C03,2025-08-19,PO_000117,CAD,"$10,366.38",1,"$10,366.38",$0.00
ITB_SAN_03,COST_000057,VENDOR_000056,Accruals,INV_000089-C03,2025-09-24,PO_000118,CAD,"$10,455.43",1,"$10,455.43",$0.00
ITB_SAN_03,COST_000065,VENDOR_000064,Accruals,INV_000090-C03,2025-07-30,PO_000119,CAD,"$42,315.87",1,"$42,315.87","$12,052.25"
ITB_SAN_03,COST_000066,VENDOR_000065,Accruals,INV_000091-C03,2025-08-08,PO_000131,CAD,"$10,224.86", -   ,"$10,224.86","$10,205.43"
ITB_SAN_03,COST_000067,VENDOR_000065,Accruals,INV_000092-C03,2025-07-23,PO_000131,CAD,$87.82, -   ,$87.82,$85.95
ITB_SAN_03,COST_000010,VENDOR_000065,Accruals,INV_000093-C03,2025-07-16,PO_000130,CAD,"$15,172.82",1,"$15,172.82",$105.32
ITB_SAN_03,COST_000034,VENDOR_000065,Accruals,INV_000094-C03,2025-08-08,PO_000130,CAD,"$7,071.38",1,"$7,071.38",$0.00
ITB_SAN_03,COST_000052,VENDOR_000065,Accruals,INV_000095-C03,2025-08-05,PO_000133,CAD,"$126,249.18",1,"$126,249.18","$9,887.78"
ITB_SAN_03,COST_000035,VENDOR_000065,Accruals,INV_000096-C03,2025-06-13,PO_000130,CAD,"$50,810.13",1,"$50,810.13",$49.63
ITB_SAN_03,COST_000051,VENDOR_000058,Accruals,INV_000097-C03,2025-08-11,PO_000112,CAD,"$8,900.17",1,"$8,900.17","$7,517.02"
ITB_SAN_03,COST_000007,VENDOR_000058,Accruals,INV_000098-C03,2025-08-13,PO_000113,CAD,"$12,675.88",1,"$12,675.88","$11,836.87"
ITB_SAN_03,COST_000068,VENDOR_000032,Accruals,INV_000099-C03,2025-08-01,PO_000136,CAD,"$9,104.57",1,"$9,104.57","$4,358.10"
ITB_SAN_03,COST_000043,VENDOR_000066,Accruals,INV_000100-C03,2025-08-15,PO_000139,CAD,"$69,374.13",1,"$69,374.13",$0.00
ITB_SAN_03,COST_000055,VENDOR_000067,Accruals,INV_000101-C03,2025-07-20,PO_000157,CAD,"$161,382.49",1,"$161,382.49",$0.00
ITB_SAN_03,COST_000069,VENDOR_000068,Accruals,INV_000102-C03,2025-08-11,PO_000158,CAD,$553.68,1,$553.68,$259.64
ITB_SAN_03,COST_000070,VENDOR_000069,Accruals,INV_000103-C03,2025-04-07,PO_000161,CAD,"$1,419.62",1,"$1,419.62",$157.93
ITB_SAN_03,COST_000028,VENDOR_000040,Accruals,INV_000104-C03,,PO_000157,CAD,"$129,824.62",1,"$129,824.62",$878.68
ITB_SAN_03,COST_000010,VENDOR_000013,Accruals,INV_000104-C03,,PO_000073,CAD,"$11,377.91",1,"$11,377.91",$0.00
ITB_SAN_03,COST_000002,VENDOR_000013,Accruals,INV_000104-C03,,PO_000072,CAD,"$19,485.67",1,"$19,485.67",$0.00
ITB_SAN_03,COST_000064,VENDOR_000012,Accruals,INV_000104-C03,,PO_000071,CAD,"$46,417.18",1,"$46,417.18",$0.00
ITB_SAN_03,COST_000005,VENDOR_000029,Accruals,INV_000104-C03,,PO_000133,CAD,"$138,191.31",1,"$138,191.31",$0.00
ITB_SAN_03,COST_000004,VENDOR_000070,Accruals,INV_000104-C03,,PO_000171,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_03,COST_000045,VENDOR_000048,Accruals,INV_000104-C03,,PO_000011,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_03,COST_000007,VENDOR_000048,Accruals,INV_000104-C03,,PO_000009,CAD,"$12,887.74",1,"$12,887.74",$0.00
ITB_SAN_03,COST_000002,VENDOR_000034,Accruals,INV_000104-C03,,PO_000143,CAD,"$197,141.21",1,"$197,141.21",$0.00
ITB_SAN_03,COST_000070,VENDOR_000034,Accruals,INV_000104-C03,,PO_000143,CAD,"$179,805.19",1,"$179,805.19",$0.00
ITB_SAN_03,COST_000035,VENDOR_000001,Accruals,INV_000104-C03,,PO_000139,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_03,COST_000053,VENDOR_000039,Accruals,INV_000104-C03,,PO_000156,CAD,$0.00,1,$0.00,$-0.01
ITB_SAN_03,COST_000042,VENDOR_000017,Accruals,INV_000104-C03,,PO_000078,CAD,"$90,290.55",1,"$90,290.55",$0.00
ITB_SAN_03,COST_000054,VENDOR_000038,Accruals,INV_000104-C03,,PO_000152,CAD,$0.00,1,$0.00,$0.00
ITB_SAN_03,COST_000013,VENDOR_000017,Accruals,INV_000104-C03,,PO_000077,CAD,"$153,776.73",1,"$153,776.73",$0.00
ITB_SAN_03,COST_000014,VENDOR_000071,Accruals,INV_000104-C03,,,CAD,"$258,021.90",1,"$258,021.90",$89.59
