ITB_No,Ln_ITM_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5, Budget_at_Completion ,Overhead,Profit ,Budget_plus_Fee,Submitted_ActualCosts_LTD_without_fees,Submitted_ActualCosts_LTD_Overhead,Submitted_ActualCosts_LTD_Fee,Submitted_ActualCosts_LTD_with_fees,Certified_ActualCosts_LTD_without_fees,Certified_ActualCosts_LTD_Overhead,Certified_ActualCosts_LTD_Fee,Certified_ActualCosts_LTD_with_fees,Variance_LTD,Variance_Current_Submission,Total Variance,Variance_at_Completion,Estimate_at_Completion,Estimate_to_Complete,Cost_Type,Submitted_ Actual_Cost,Submitted_ Accrual_Cost,Submitted_Cost_Total (Actual),Submitted_1_FC,Submitted_2_FC,Submitted_3_FC,Submitted_FC_Total,Certified_Actual_Cost,Certified_Accrual_Cost,Certified_Cost_Total,Certified_1_FC,Certified_2_FC,Certified_3_FC,Certified_FC_Total,LTD_Certified_ with_Current_AFP
ITB_SAN_03,LN_000011,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000058,CBS_000051,"$299,051.76","$45,512.08","$41,924.02","$382,719.82",,,,$0.00,,,,$0.00,,,$0.00,,"$381,154.83","$390,809.41",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000012,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$165,235.49",,,,"$160,941.18",,,$0.00,,$0.00,"($177,549.58)",Direct,$0.00,$0.00,$0.00,"$267,134.44","$268,487.77","$377,051.27","$890,176.69",$0.00,$0.00,$0.00,"$253,218.28","$278,005.50","$395,968.96","$958,492.58","$1,034,843.64"
ITB_SAN_03,LN_000013,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000059,CBS_000035,"$242,975.47","$36,250.69","$31,278.78","$314,374.08",,,,$0.00,,,,$0.00,,,$0.00,,"$322,389.46","$305,622.19",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000014,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$104,428.86",,,$0.00,,$0.00,"($112,735.93)",Direct,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00,"($112,735.93)","($112,735.93)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000015,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000060,CBS_000035,"$71,261.02","$11,329.66","$9,608.57","$92,067.25",,,,$0.00,,,,$0.00,,,$0.00,,"$95,920.11","$90,860.85",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000016,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$19,514.74",,,,"$18,840.30",,,$0.00,,$0.00,"($20,498.23)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,338.23"
ITB_SAN_03,LN_000017,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000051,"$2,711,363.77","$414,688.14","$355,701.51","$3,685,716.57",,,,"$1,300,035.73",,,,"$931,297.14",,,$0.00,,"$3,613,614.58","$2,562,626.04",Labour,$0.00,$0.00,$0.00,"$189,308.44","$201,369.13","$207,424.81","$614,842.48",$0.00,$0.00,$0.00,"$184,988.98","$202,974.10","$199,372.35","$587,248.26","$1,573,730.53"
ITB_SAN_03,LN_000018,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000035,"$1,979,557.14","$279,529.03","$255,974.09","$2,479,169.21",,,,$0.00,,,,$0.00,,,$0.00,,"$2,541,475.85","$2,439,977.68",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000019,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"($18,748.64)",,,,"($9,565.84)",,,$0.00,,$0.00,"$8,919.13",Direct,"$1,717.48","($10,932.39)","($9,182.81)",$0.00,$0.00,$0.00,$0.00,"$1,594.35","($10,932.39)","($9,182.80)",$0.00,$0.00,$0.00,$0.00,"($18,748.64)"
ITB_SAN_03,LN_000020,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000061,CBS_000035,"$1,126,306.72","$174,857.05","$148,464.18","$1,366,029.39",,,,$0.00,,,,$0.00,,,$0.00,,"$1,393,997.83","$1,418,944.92",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000021,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$197,973.67",,,,"$12,307.50",,,$0.00,,$0.00,"($12,830.00)",Direct,$0.00,"$185,013.81","$189,876.87",$0.00,$0.00,$0.00,$0.00,$0.00,"$186,597.14","$181,346.42",$0.00,$0.00,$0.00,$0.00,"$209,014.61"
ITB_SAN_03,LN_000022,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$63,700.71",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000023,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000024,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000025,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000062,CBS_000049,"$784,871.44","$123,391.96","$109,152.65","$1,064,207.21",,,,"$248,134.66",,,,"$241,591.40",,,$0.00,,"$1,055,182.48","$825,249.49",Labour,$0.00,$0.00,$0.00,"$54,120.57","$54,325.61","$53,935.25","$171,861.14",$0.00,$0.00,$0.00,"$52,789.80","$54,264.87","$56,005.39","$169,402.29","$379,000.97"
ITB_SAN_03,LN_000026,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000058,CBS_000051,"$301,806.93","$47,541.25","$41,878.19","$400,771.31",,,,$0.00,,,,$0.00,,,$0.00,,"$415,637.05","$379,762.11",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000027,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,"$32,288.68","$32,687.80","$71,085.82",$0.00,$0.00,$0.00,$0.00,"$33,064.41","$33,385.73","$67,921.49","$68,741.07"
ITB_SAN_03,LN_000028,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000059,CBS_000035,"$261,931.06","$40,733.67","$35,284.65","$336,464.88",,,,$0.00,,,,$0.00,,,$0.00,,"$343,331.09","$336,368.87",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000029,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000030,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000051,"$1,395,135.76","$225,574.00","$194,396.54","$1,766,989.99",,,,"$1,404,334.82",,,,"$1,031,231.83",,,$0.00,,"$1,765,657.02","$750,459.54",Labour,$0.00,$0.00,$0.00,"$269,933.12","$306,987.64","$309,857.59","$917,472.20",$0.00,$0.00,$0.00,"$267,206.86","$305,708.84","$315,343.23","$928,271.61","$2,009,409.78"
ITB_SAN_03,LN_000031,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,"$272,442.87",,,,"$8,879.34",,,$0.00,,$0.00,"($9,757.13)",Direct,$353.41,"$269,607.37","$259,028.62",$0.00,$0.00,$0.00,$0.00,$359.78,"$273,394.26","$273,065.80",$0.00,$0.00,$0.00,$0.00,"$278,337.86"
ITB_SAN_03,LN_000032,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000051,"$121,359.56","$18,407.38","$15,397.06","$141,371.66",,,,"$24,787.31",,,,"$26,037.07",,,$0.00,,"$154,090.32","$124,346.22",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$26,468.32"
ITB_SAN_03,LN_000033,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000063,CBS_000035,"$237,458.32","$36,202.32","$31,881.08","$321,618.24",,,,$0.00,,,,$0.00,,,$0.00,,"$324,501.37","$319,223.45",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000034,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,"$164,778.86","$168,608.96","$161,052.21","$470,384.89",$0.00,$0.00,$0.00,"$170,937.98","$169,525.08","$157,788.45","$479,694.80","$477,203.40"
ITB_SAN_03,LN_000035,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000051,$0.00,$0.00,$0.00,$0.00,,,,"$68,976.60",,,,$0.00,,,$0.00,,$0.00,$0.00,Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000036,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000037,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000005,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,"$33,452.92",,,$0.00,,$0.00,"($35,530.27)",Direct,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00,"($35,530.27)","($35,530.27)",$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000038,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000062,CBS_000049,"$635,310.76","$102,890.51","$90,397.95","$861,430.19",,,,"$311,953.01",,,,"$291,210.47",,,$0.00,,"$889,018.76","$566,830.28",Labour,$0.00,$0.00,$0.00,"$57,211.33","$54,476.70","$54,769.67","$172,132.37",$0.00,$0.00,$0.00,"$55,485.84","$56,722.47","$53,027.50","$168,295.36","$448,547.39"
ITB_SAN_03,LN_000039,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000017,$0.00,$0.00,$0.00,$0.00,,,,"$284,564.29",,,,"$31,155.89",,,$0.00,,$0.00,"($33,805.86)",Direct,"$33,407.21","$129,277.87","$158,233.93",$0.00,$0.00,$0.00,$0.00,"$31,007.17","$130,093.90","$170,027.34",$0.00,$0.00,$0.00,$0.00,"$204,630.76"
ITB_SAN_03,LN_000040,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000041,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000066,"$549,317.79","$84,558.07","$71,239.03","$725,720.33",,,,"$182,198.67",,,,"$185,415.18",,,$0.00,,"$742,810.89","$534,859.93",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$188,618.93"
ITB_SAN_03,LN_000042,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000006,CBS_000065,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$47.76,,,,$46.02,,,$0.00,,$0.00,($50.74),Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.63
ITB_SAN_03,LN_000043,BUNDLE_000001,CBS_000001,CBS_000064,CBS_000028,CBS_000067,CBS_000040,"$69,627.70","$10,063.82","$9,386.99","$92,413.37",,,,"$93,694.44",,,,"$92,571.79",,,$0.00,,"$88,133.91","($3,675.59)",Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$94,429.62"
ITB_SAN_03,LN_000044,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000068,CBS_000069,CBS_000051,"$70,932.17","$11,346.92","$10,087.92","$92,134.18",,,,$0.00,,,,$0.00,,,$0.00,,"$98,293.93","$97,596.24",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000045,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000070,CBS_000049,"$31,255.30","$4,702.06","$3,968.60","$38,268.06",,,,$0.00,,,,$0.00,,,$0.00,,"$39,125.61","$40,129.93",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000046,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000013,CBS_000071,CBS_000051,"$275,200.83","$41,162.48","$35,202.67","$352,641.65",,,,$0.00,,,,$0.00,,,$0.00,,"$362,095.64","$360,137.37",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000047,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000072,CBS_000066,"$129,232.21","$19,404.63","$18,049.87","$178,377.56",,,,"$9,770.12",,,,"$10,185.37",,,$0.00,,"$171,085.36","$159,523.52",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,535.29"
ITB_SAN_03,LN_000048,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000040,$0.00,$0.00,$0.00,$0.00,,,,$49.73,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000049,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000066,"$192,452.53","$30,000.61","$25,494.79","$245,705.90",,,,"$130,236.13",,,,"$123,524.10",,,$0.00,,"$266,930.67","$139,134.55",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$126,023.92"
ITB_SAN_03,LN_000050,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000073,CBS_000035,$0.00,$0.00,$0.00,$0.00,,,,$0.00,,,,$0.00,,,$0.00,,$0.00,$0.00,Direct,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000051,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000074,CBS_000066,"$64,132.88","$10,562.77","$8,443.88","$88,634.03",,,,"$33,965.42",,,,"$33,361.69",,,$0.00,,"$88,524.95","$51,172.22",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,212.03"
ITB_SAN_03,LN_000052,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000075,CBS_000066,"$128,528.93","$19,509.10","$17,896.87","$165,944.57",,,,"$148,034.61",,,,"$151,471.79",,,$0.00,,"$174,255.15","$15,010.64",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$160,712.56"
ITB_SAN_03,LN_000053,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000076,CBS_000066,"$136,820.62","$20,763.28","$16,873.57","$165,701.87",,,,"$53,965.61",,,,"$46,641.21",,,$0.00,,"$176,697.33","$125,018.94",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,700.93"
ITB_SAN_03,LN_000054,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000077,CBS_000066,"$359,617.40","$52,959.97","$47,832.45","$448,347.55",,,,"$149,391.73",,,,"$127,841.15",,,$0.00,,"$479,039.53","$335,690.84",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$128,925.47"
ITB_SAN_03,LN_000055,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000078,CBS_000066,"$206,612.90","$30,247.64","$26,195.68","$256,308.21",,,,$0.00,,,,$0.00,,,$0.00,,"$279,811.30","$269,593.91",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000056,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000079,CBS_000066,"$391,003.27","$63,303.45","$54,358.85","$523,103.70",,,,$108.60,,,,$113.40,,,$0.00,,"$529,630.50","$518,086.52",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$109.29
ITB_SAN_03,LN_000057,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000080,CBS_000066,"$14,766.79","$2,205.88","$1,858.36","$17,699.78",,,,"$26,571.25",,,,"$23,463.56",,,$0.00,,"$18,786.65","($5,599.95)",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,323.58"
ITB_SAN_03,LN_000058,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000081,CBS_000051,"$18,569.57","$3,017.34","$2,442.93","$25,106.47",,,,$0.00,,,,$0.00,,,$0.00,,"$25,151.00","$23,253.39",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000059,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000082,CBS_000051,"$48,490.03","$7,148.10","$6,043.02","$62,547.64",,,,$0.00,,,,$0.00,,,$0.00,,"$58,953.64","$63,685.02",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000060,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000083,CBS_000051,"$37,299.34","$5,633.23","$5,122.69","$46,412.79",,,,$0.00,,,,$0.00,,,$0.00,,"$46,873.00","$50,845.09",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
ITB_SAN_03,LN_000061,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000006,CBS_000084,CBS_000051,"$79,935.92","$13,270.68","$10,751.14","$103,644.35",,,,"$36,536.27",,,,"$35,233.21",,,$0.00,,"$105,485.10","$73,406.54",Labour,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$34,674.54"
