ITB_No,Ln_ITM_ID,Cost_ID,Bundle_ID,CBS_1,CBS_2,CBS_3,CBS_4,CBS_5,CMS_Generated_No,Vendor_Name,Reimbursement_Type,Cost_Type,Activity,Activity_Name,Cost_ID_Description,Cost_Element_Category_Ref,Invoice_number,UploadCheck_RFP_RFQ_GateForm,ValueOf_RFP_RFQ_GateForm,Submitted_ACWP,Submitted_OH,Submitted_Profit,Submitted_ACWP_w_Fee,Certified_Without_Fee,Unauthorized_WO_Fee,Deauthorization_category,Certified Amount,Certified Overhead,Certified Profit,Certified_Amount_W_Fee
ITB_SAN_02,,COST_000044,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000751,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000044,,,,,173.51,26.79,23.38,225.46,,,,,,,
ITB_SAN_02,,COST_000006,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000752,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000006,,CA57LLKRCFEI,,,391.98,55.78,49.07,480.11,,,,,,,
ITB_SAN_02,,COST_000043,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000753,,,Direct,ACT_000001,ACTN_000004,DESC_COST_000043,,CA5BMPBUYYI,,,388.46,61.36,49.97,533.15,,,,,,,
ITB_SAN_02,,COST_000029,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000754,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000029,,ONETB210788A,,,320.11,50.82,44.83,415.76,,,,,,,
ITB_SAN_02,,COST_000037,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000755,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000037,,CA5H4IVJTUI/ CA52IQ3NXQMI,,,39.87,6.62,5.75,53.65,,,,,,,
ITB_SAN_02,,COST_000038,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000756,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000038,,CA522NV5URII,,,41.97,6.50,5.75,53.21,,,,,,,
ITB_SAN_02,,COST_000002,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000757,,,Direct,ACT_000001,ACTN_000005,DESC_COST_000002,,CA522MV5URII,,,"1,526.38",232.38,193.55,"1,907.36",,,,,,,
ITB_SAN_02,,COST_000035,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000762,,,Direct,ACT_000001,ACTN_000002,DESC_COST_000035,,7111376-00,,,48.14,7.19,6.39,60.16,,,,,,,
ITB_SAN_02,,COST_000010,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000763,,,Direct,ACT_000001,ACTN_000005,DESC_COST_000010,,CA54YXMSZNYI,,,101.76,16.21,13.90,132.16,,,,,,,
ITB_SAN_02,,COST_000067,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000004,CBS_000005,ONX-EM-ERPC-0000764,,,Direct,ACT_000001,ACTN_000005,DESC_COST_000067,,73030,,,76.46,11.80,10.71,101.64,,,,,,,
ITB_SAN_02,,COST_000040,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000006,CBS_000007,CBS_000005,ONX-EM-ERPC-0000770,,,Direct,ACT_000002,ACTN_000006,DESC_COST_000040,,,,,518.01,77.69,66.63,660.26,,,,,,,
ITB_SAN_02,,COST_000052,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000005,ONX-EM-ERPC-0000788,,,Direct,ACT_000003,ACTN_000007,DESC_COST_000052,,R3331083-2/ R3331084-1,,,"9,002.31","1,337.55","1,245.95","11,817.68",,,,,,,
ITB_SAN_02,,COST_000034,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000008,CBS_000009,CBS_000005,ONX-EM-ERPC-0000789,,,Direct,ACT_000003,ACTN_000007,DESC_COST_000034,,1000398962,,,"8,893.61","1,292.25","1,183.85","11,355.47",,,,,,,
ITB_SAN_02,,COST_000066,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000010,CBS_000005,ONX-EM-ERPC-0000793,,,Direct,ACT_000004,ACTN_000006,DESC_COST_000066,,514422474/ 514425775,,,"10,185.58","1,550.82","1,323.50","12,003.64",,,,,,,
ITB_SAN_02,,COST_000036,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000005,ONX-EM-ERPC-0000794,,,Direct,ACT_000005,ACTN_000006,DESC_COST_000036,,Relocation_Invoice 1001,,,765.93,110.17,99.91,996.33,,,,,,,
ITB_SAN_02,,COST_000051,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000014,CBS_000005,ONX-EM-ERPC-0000795,,,Direct,ACT_000006,ACTN_000006,DESC_COST_000051,,Relocation_Invoice 1001,,,"8,416.88","1,391.87","1,200.63","11,203.97",,,,,,,
ITB_SAN_02,,COST_000007,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000016,CBS_000017,ONX-EM-ERPC-0000797,,,Direct,ACT_000007,ACTN_000008,DESC_COST_000007,,,,,"11,663.07","1,728.66","1,586.54","15,612.36",,,,,,,
ITB_SAN_02,,COST_000041,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000017,ONX-EM-ERPC-0000803,,,Direct,ACT_000005,ACTN_000009,DESC_COST_000041,,,,,"72,729.25","11,333.16","9,251.10","90,250.11",,,,,,,
ITB_SAN_02,,COST_000042,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000011,CBS_000012,CBS_000017,ONX-EM-ERPC-0000804,,,Direct,ACT_000005,ACTN_000009,DESC_COST_000042,,1639015A,,,761.54,106.70,98.71,958.88,,,,,,,
ITB_SAN_02,,COST_000019,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000021,CBS_000005,ONX-EM-ERPC-0000806,,,Direct,ACT_000008,ACTN_000006,DESC_COST_000019,,,,,242.95,39.68,33.73,325.93,,,,,,,
ITB_SAN_02,,COST_000057,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000020,CBS_000022,CBS_000017,ONX-EM-ERPC-0000810,,,Direct,ACT_000009,ACTN_000010,DESC_COST_000057,,Relocation_Invoice 1001,,,"24,221.06","3,547.02","3,245.56","30,640.73",,,,,,,
ITB_SAN_02,,COST_000058,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000024,CBS_000025,CBS_000005,ONX-EM-ERPC-0000818,,,Direct,ACT_000010,ACTN_000006,DESC_COST_000058,,,,,"9,305.89","1,357.71","1,185.81","11,433.41",,,,,,,
ITB_SAN_02,,COST_000033,BUNDLE_000001,CBS_000001,CBS_000023,CBS_000006,CBS_000026,CBS_000005,ONX-EM-ERPC-0000819,,,Direct,ACT_000011,ACTN_000006,DESC_COST_000033,,Relocation_Invoice 1001,,,"1,890.10",305.45,259.85,"2,610.46",,,,,,,
ITB_SAN_02,,COST_000059,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000027,CBS_000005,ONX-EM-ERPC-0000821,,,Direct,ACT_000012,ACTN_000011,DESC_COST_000059,,1639015A,,,"2,312.27",353.48,303.30,"2,926.54",,,,,,,
ITB_SAN_02,,COST_000050,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000027,CBS_000005,ONX-EM-ERPC-0000824,,,Direct,ACT_000012,ACTN_000008,DESC_COST_000050,,,,,"4,775.94",670.34,616.15,"5,627.51",,,,,,,
ITB_SAN_02,,COST_000054,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000028,CBS_000029,CBS_000005,ONX-EM-ERPC-0000839,,,Direct,ACT_000013,ACTN_000012,DESC_COST_000054,,,,,"22,672.71","3,726.52","2,960.44","31,146.42",,,,,,,
ITB_SAN_02,,COST_000049,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000028,CBS_000029,CBS_000005,ONX-EM-ERPC-0000840,,,Direct,ACT_000013,ACTN_000012,DESC_COST_000049,,,,,47.54,6.98,6.26,56.10,,,,,,,
ITB_SAN_02,,COST_000018,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000841,,,Direct,ACT_000014,ACTN_000013,DESC_COST_000018,,T-3455,,,33.52,5.01,4.33,40.30,,,,,,,
ITB_SAN_02,,COST_000027,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000842,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000027,,,,,215.18,35.01,28.72,294.03,,,,,,,
ITB_SAN_02,,COST_000028,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000843,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000028,,13504207,,,791.62,125.72,103.53,"1,102.63",,,,,,,
ITB_SAN_02,,COST_000055,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000844,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000055,,13486537,,,172.30,24.85,23.39,209.69,,,,,,,
ITB_SAN_02,,COST_000056,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000845,,,Direct,ACT_000014,ACTN_000014,DESC_COST_000056,,13486530,,,184.99,28.24,23.60,242.40,,,,,,,
ITB_SAN_02,,COST_000026,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000030,CBS_000031,CBS_000017,ONX-EM-ERPC-0000846,,,Direct,ACT_000014,ACTN_000008,DESC_COST_000026,,13504208,,,"6,071.01",967.11,859.24,"8,318.94",,,,,,,
ITB_SAN_02,,COST_000008,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000032,CBS_000033,CBS_000005,ONX-EM-ERPC-0000847,,,Direct,ACT_000015,ACTN_000006,DESC_COST_000008,,97949583,,,43.09,6.76,6.03,54.84,,,,,,,
ITB_SAN_02,,COST_000025,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000034,CBS_000035,ONX-EM-ERPC-0000858,,,Direct,ACT_000016,ACTN_000015,DESC_COST_000025,,,,,"897,306.37","146,286.83","126,958.82","1,172,507.30",,,,,,,
ITB_SAN_02,,COST_000024,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000013,CBS_000034,CBS_000035,ONX-EM-ERPC-0000859,,,Direct,ACT_000016,ACTN_000015,DESC_COST_000024,,901425585,,,682.88,103.81,86.16,860.23,,,,,,,
ITB_SAN_02,,COST_000032,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000005,ONX-EM-ERPC-0000860,,,Direct,ACT_000017,ACTN_000006,DESC_COST_000032,,901425585,,,"4,475.43",629.33,587.90,"5,853.26",,,,,,,
ITB_SAN_02,,COST_000031,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000024,CBS_000036,CBS_000005,ONX-EM-ERPC-0000861,,,Direct,ACT_000017,ACTN_000006,DESC_COST_000031,,Relocation_Invoice 1001,,,"1,490.52",225.28,193.54,"1,904.23",,,,,,,
ITB_SAN_02,,COST_000065,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000037,CBS_000017,ONX-EM-ERPC-0000869,,,Direct,ACT_000018,ACTN_000016,DESC_COST_000065,,,,,"11,722.05","1,753.81","1,609.31","14,808.48",,,,,,,
ITB_SAN_02,,COST_000030,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000015,CBS_000037,CBS_000017,ONX-EM-ERPC-0000870,,,Direct,ACT_000018,ACTN_000017,DESC_COST_000030,,CA25N7551,,,"30,430.00","4,761.06","4,075.45","41,717.34",,,,,,,
ITB_SAN_02,,COST_000011,BUNDLE_000001,CBS_000001,CBS_000038,CBS_000028,CBS_000039,CBS_000040,ONX-EM-ERPC-0000875,,,Direct,ACT_000019,ACTN_000018,DESC_COST_000011,,ABR2503862,,,"39,856.46","6,149.90","5,668.72","52,001.59",,,,,,,
ITB_SAN_02,,COST_000012,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000041,CBS_000005,ONX-EM-ERPC-0000882,,,Direct,ACT_000020,ACTN_000006,DESC_COST_000012,,,,,"46,821.46","6,927.54","6,315.78","56,691.84",,,,,,,
ITB_SAN_02,,COST_000020,BUNDLE_000002,CBS_000018,CBS_000019,CBS_000042,CBS_000021,CBS_000005,ONX-EM-ERPC-0000885,,,Direct,ACT_000021,ACTN_000006,DESC_COST_000020,,,,,"1,228.28",182.02,165.46,"1,644.45",,,,,,,
ITB_SAN_02,,COST_000004,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000043,CBS_000005,ONX-EM-ERPC-0000891,,,Direct,ACT_000022,ACTN_000006,DESC_COST_000004,,,,,"1,695.25",262.99,227.21,"2,126.98",,,,,,,
ITB_SAN_02,,COST_000062,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000896,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000062,,,,,265.48,39.25,35.48,343.49,,,,,,,
ITB_SAN_02,,COST_000005,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000897,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000005,,247209479-001,,,"1,511.91",236.75,198.08,"1,862.27",,,,,,,
ITB_SAN_02,,COST_000021,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000898,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000021,,247069355-001,,,322.39,46.44,41.88,406.90,,,,,,,
ITB_SAN_02,,COST_000013,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000899,,,Direct,ACT_000023,ACTN_000019,DESC_COST_000013,,249148540-001,,,86.29,12.33,10.77,111.69,,,,,,,
ITB_SAN_02,,COST_000014,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000902,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000014,,I-SJTOR-095107,,,84.56,13.00,11.64,106.96,,,,,,,
ITB_SAN_02,,COST_000015,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000904,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000015,,,,,0.00,0.00,0.00,0.00,,,,,,,
ITB_SAN_02,,COST_000016,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000905,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000016,,,,,560.96,90.63,75.47,729.29,,,,,,,
ITB_SAN_02,,COST_000003,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000906,,,Direct,ACT_000023,ACTN_000020,DESC_COST_000003,,ONETB210664,,,306.96,47.74,41.15,391.19,,,,,,,
ITB_SAN_02,,COST_000017,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000907,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000017,,6989488-00,,,264.28,41.27,34.53,352.04,,,,,,,
ITB_SAN_02,,COST_000022,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000908,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000022,,ONETB210278,,,192.56,30.81,27.45,253.67,,,,,,,
ITB_SAN_02,,COST_000063,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000909,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000063,,ONETB210279,,,960.95,139.98,120.54,"1,183.85",,,,,,,
ITB_SAN_02,,COST_000064,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000910,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000064,,ONETB210455,,,102.69,15.42,13.70,133.39,,,,,,,
ITB_SAN_02,,COST_000023,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000044,CBS_000005,ONX-EM-ERPC-0000911,,,Direct,ACT_000023,ACTN_000004,DESC_COST_000023,,ONETB210568,,,142.25,23.03,20.16,185.63,,,,,,,
ITB_SAN_02,,COST_000060,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000045,CBS_000005,ONX-EM-ERPC-0000914,,,Direct,ACT_000024,ACTN_000008,DESC_COST_000060,,,,,"14,640.50","2,165.00","1,873.98","18,405.59",,,,,,,
ITB_SAN_02,,COST_000061,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000046,CBS_000005,ONX-EM-ERPC-0000918,,,Direct,ACT_000025,ACTN_000006,DESC_COST_000061,,,,,"2,005.59",284.84,241.20,"2,533.38",,,,,,,
ITB_SAN_02,,COST_000001,BUNDLE_000001,CBS_000001,CBS_000002,CBS_000003,CBS_000046,CBS_000005,ONX-EM-ERPC-0000919,,,Direct,ACT_000025,ACTN_000006,DESC_COST_000001,,Relocation_Invoice 1001,,,497.85,73.53,65.60,637.06,,,,,,,
